img_id,scan_name,classname,gt_bbox_index,pred_bbox_index,spatial_zone
6,scene0025_01,cabinet,13,141.0,4
6,scene0025_01,cabinet,14,176.0,4
6,scene0025_01,table,3,685.0,3
6,scene0025_01,chair,5,211.0,3
6,scene0025_01,chair,6,200.0,3
6,scene0025_01,door,7,385.0,4
6,scene0025_01,door,11,385.0,4
6,scene0025_01,desk,8,347.0,3
6,scene0025_01,window,9,,4
6,scene0025_01,window,10,787.0,4
6,scene0025_01,window,12,768.0,4
7,scene0025_02,sofa,0,825.0,4
7,scene0025_02,sofa,7,835.0,4
7,scene0025_02,door,1,491.0,4
7,scene0025_02,desk,2,463.0,3
7,scene0025_02,desk,3,463.0,3
7,scene0025_02,cabinet,4,184.0,4
7,scene0025_02,cabinet,6,190.0,4
7,scene0025_02,cabinet,8,205.0,4
7,scene0025_02,cabinet,9,,4
7,scene0025_02,chair,5,239.0,3
7,scene0025_02,chair,12,284.0,3
7,scene0025_02,window,10,,4
7,scene0025_02,window,11,1023.0,4
8,scene0030_00,chair,0,266.0,3
8,scene0030_00,chair,1,255.0,3
8,scene0030_00,chair,2,270.0,3
8,scene0030_00,chair,3,314.0,4
8,scene0030_00,chair,4,272.0,3
8,scene0030_00,chair,5,304.0,3
8,scene0030_00,chair,6,310.0,4
8,scene0030_00,chair,7,297.0,3
8,scene0030_00,chair,8,,3
8,scene0030_00,chair,9,281.0,3
8,scene0030_00,chair,10,258.0,2
8,scene0030_00,chair,11,295.0,4
8,scene0030_00,chair,12,280.0,3
8,scene0030_00,chair,13,285.0,3
8,scene0030_00,chair,14,302.0,3
8,scene0030_00,chair,15,259.0,3
8,scene0030_00,chair,27,291.0,4
8,scene0030_00,bookshelf,16,168.0,4
8,scene0030_00,bookshelf,17,185.0,4
8,scene0030_00,bookshelf,18,,4
8,scene0030_00,bookshelf,19,151.0,4
8,scene0030_00,bookshelf,31,,4
8,scene0030_00,window,20,,4
8,scene0030_00,window,21,,4
8,scene0030_00,window,30,,4
8,scene0030_00,table,22,981.0,3
8,scene0030_00,table,23,,2
8,scene0030_00,table,24,949.0,4
8,scene0030_00,table,25,1003.0,4
8,scene0030_00,table,26,,2
8,scene0030_00,door,28,525.0,4
8,scene0030_00,door,32,525.0,4
8,scene0030_00,otherfurniture,29,,4
9,scene0030_01,bookshelf,0,,4
9,scene0030_01,bookshelf,1,,4
9,scene0030_01,bookshelf,2,146.0,4
9,scene0030_01,bookshelf,18,,4
9,scene0030_01,bookshelf,19,,4
9,scene0030_01,chair,3,276.0,3
9,scene0030_01,chair,4,,3
9,scene0030_01,chair,5,310.0,3
9,scene0030_01,chair,6,333.0,4
9,scene0030_01,chair,7,311.0,3
9,scene0030_01,chair,13,306.0,4
9,scene0030_01,chair,14,330.0,4
9,scene0030_01,chair,15,,4
9,scene0030_01,chair,23,279.0,3
9,scene0030_01,chair,24,302.0,4
9,scene0030_01,chair,25,323.0,3
9,scene0030_01,chair,26,316.0,3
9,scene0030_01,chair,27,287.0,3
9,scene0030_01,chair,28,274.0,3
9,scene0030_01,chair,30,,3
9,scene0030_01,chair,31,325.0,3
9,scene0030_01,door,8,,4
9,scene0030_01,door,17,,4
9,scene0030_01,table,9,1061.0,4
9,scene0030_01,table,10,1066.0,3
9,scene0030_01,table,11,,2
9,scene0030_01,table,12,1031.0,4
9,scene0030_01,table,29,,2
9,scene0030_01,otherfurniture,16,,4
9,scene0030_01,window,20,,4
9,scene0030_01,window,21,,4
9,scene0030_01,window,22,,4
10,scene0030_02,table,0,1113.0,3
10,scene0030_02,table,1,,2
10,scene0030_02,table,13,1080.0,4
10,scene0030_02,table,14,1121.0,4
10,scene0030_02,table,33,1098.0,3
10,scene0030_02,table,34,1103.0,4
10,scene0030_02,otherfurniture,2,,4
10,scene0030_02,bookshelf,3,159.0,4
10,scene0030_02,bookshelf,6,,4
10,scene0030_02,bookshelf,7,,4
10,scene0030_02,bookshelf,8,174.0,4
10,scene0030_02,bookshelf,12,207.0,4
10,scene0030_02,bookshelf,32,,4
10,scene0030_02,door,4,581.0,4
10,scene0030_02,door,5,581.0,4
10,scene0030_02,window,9,,4
10,scene0030_02,window,10,,4
10,scene0030_02,window,11,,4
10,scene0030_02,chair,15,346.0,3
10,scene0030_02,chair,16,318.0,3
10,scene0030_02,chair,17,334.0,3
10,scene0030_02,chair,18,324.0,3
10,scene0030_02,chair,19,,2
10,scene0030_02,chair,20,337.0,3
10,scene0030_02,chair,21,288.0,3
10,scene0030_02,chair,22,312.0,3
10,scene0030_02,chair,23,,3
10,scene0030_02,chair,24,,3
10,scene0030_02,chair,25,293.0,4
10,scene0030_02,chair,26,307.0,3
10,scene0030_02,chair,27,335.0,3
10,scene0030_02,chair,28,,3
10,scene0030_02,chair,29,310.0,4
10,scene0030_02,chair,30,290.0,2
10,scene0030_02,chair,31,320.0,4
11,scene0046_00,picture,0,,2
11,scene0046_00,chair,1,229.0,3
11,scene0046_00,bathtub,2,6.0,4
11,scene0046_00,bed,3,63.0,3
11,scene0046_00,otherfurniture,4,549.0,4
11,scene0046_00,otherfurniture,6,,3
11,scene0046_00,desk,5,432.0,3
11,scene0046_00,table,7,827.0,4
11,scene0046_00,door,8,461.0,4
11,scene0046_00,door,9,462.0,2
11,scene0046_00,door,10,447.0,2
11,scene0046_00,toilet,11,,3
11,scene0046_00,sink,12,743.0,3
11,scene0046_00,showercurtain,13,670.0,3
11,scene0046_00,curtain,14,376.0,4
12,scene0046_01,curtain,0,342.0,4
12,scene0046_01,showercurtain,1,692.0,4
12,scene0046_01,table,2,904.0,3
12,scene0046_01,toilet,3,,3
12,scene0046_01,otherfurniture,4,540.0,4
12,scene0046_01,otherfurniture,10,516.0,4
12,scene0046_01,otherfurniture,13,,4
12,scene0046_01,bed,5,80.0,3
12,scene0046_01,chair,6,238.0,3
12,scene0046_01,bathtub,7,34.0,4
12,scene0046_01,sink,8,787.0,3
12,scene0046_01,door,9,477.0,4
12,scene0046_01,door,11,,3
12,scene0046_01,door,12,493.0,2
13,scene0046_02,otherfurniture,0,,4
13,scene0046_02,otherfurniture,9,552.0,3
13,scene0046_02,desk,1,438.0,3
13,scene0046_02,curtain,2,408.0,4
13,scene0046_02,curtain,3,394.0,4
13,scene0046_02,sink,4,,3
13,scene0046_02,cabinet,5,216.0,4
13,scene0046_02,bed,6,61.0,3
13,scene0046_02,bathtub,7,60.0,4
13,scene0046_02,chair,8,264.0,3
13,scene0046_02,toilet,10,990.0,3
13,scene0046_02,door,11,,4
13,scene0046_02,door,12,,2
13,scene0046_02,door,13,,2
14,scene0050_00,otherfurniture,0,,4
14,scene0050_00,otherfurniture,1,502.0,4
14,scene0050_00,otherfurniture,8,523.0,3
14,scene0050_00,otherfurniture,9,530.0,3
14,scene0050_00,otherfurniture,11,507.0,4
14,scene0050_00,chair,2,242.0,3
14,scene0050_00,chair,3,243.0,3
14,scene0050_00,desk,4,428.0,3
14,scene0050_00,door,5,482.0,2
14,scene0050_00,door,6,476.0,4
14,scene0050_00,door,7,490.0,4
14,scene0050_00,door,12,446.0,4
14,scene0050_00,door,13,490.0,4
14,scene0050_00,door,14,476.0,4
14,scene0050_00,sofa,10,803.0,3
15,scene0050_01,sofa,0,788.0,3
15,scene0050_01,otherfurniture,1,541.0,4
15,scene0050_01,otherfurniture,7,532.0,3
15,scene0050_01,otherfurniture,8,524.0,3
15,scene0050_01,door,2,462.0,4
15,scene0050_01,door,4,448.0,4
15,scene0050_01,door,5,481.0,4
15,scene0050_01,door,10,465.0,4
15,scene0050_01,door,11,465.0,4
15,scene0050_01,door,12,481.0,4
15,scene0050_01,chair,3,269.0,3
15,scene0050_01,chair,9,230.0,3
15,scene0050_01,desk,6,402.0,3
16,scene0050_02,chair,0,250.0,3
16,scene0050_02,chair,1,257.0,3
16,scene0050_02,desk,2,429.0,3
16,scene0050_02,otherfurniture,3,515.0,3
16,scene0050_02,otherfurniture,10,488.0,4
16,scene0050_02,otherfurniture,12,539.0,3
16,scene0050_02,otherfurniture,13,,3
16,scene0050_02,sofa,4,759.0,3
16,scene0050_02,refrigerator,5,,4
16,scene0050_02,door,6,,3
16,scene0050_02,door,7,444.0,4
16,scene0050_02,door,8,481.0,4
16,scene0050_02,door,11,480.0,4
16,scene0050_02,door,14,481.0,4
16,scene0050_02,door,15,444.0,4
16,scene0050_02,table,9,838.0,4
17,scene0063_00,chair,0,211.0,3
17,scene0063_00,chair,1,209.0,4
17,scene0063_00,chair,2,,2
17,scene0063_00,chair,3,236.0,2
17,scene0063_00,cabinet,4,175.0,4
17,scene0063_00,cabinet,5,180.0,4
17,scene0063_00,cabinet,9,,4
17,scene0063_00,door,6,454.0,4
17,scene0063_00,table,7,797.0,4
17,scene0063_00,refrigerator,8,583.0,4
17,scene0063_00,counter,10,,4
18,scene0064_00,bookshelf,0,53.0,3
18,scene0064_00,bookshelf,8,55.0,4
18,scene0064_00,table,1,381.0,3
18,scene0064_00,table,2,379.0,3
18,scene0064_00,sofa,3,363.0,3
18,scene0064_00,sofa,4,368.0,3
18,scene0064_00,chair,5,100.0,2
18,scene0064_00,chair,6,111.0,3
18,scene0064_00,door,7,,4
19,scene0064_01,bookshelf,0,78.0,4
19,scene0064_01,bookshelf,1,79.0,4
19,scene0064_01,table,2,440.0,4
19,scene0064_01,table,3,463.0,3
19,scene0064_01,chair,4,130.0,3
19,scene0064_01,chair,5,125.0,3
19,scene0064_01,chair,6,133.0,2
19,scene0064_01,chair,7,117.0,3
19,scene0064_01,door,8,232.0,4
20,scene0077_00,window,0,732.0,4
20,scene0077_00,cabinet,1,156.0,3
20,scene0077_00,otherfurniture,2,417.0,4
20,scene0077_00,otherfurniture,5,395.0,4
20,scene0077_00,door,3,369.0,4
20,scene0077_00,door,4,,3
20,scene0077_00,door,6,,4
20,scene0077_00,door,9,370.0,4
20,scene0077_00,counter,7,242.0,4
20,scene0077_00,table,8,,2
21,scene0077_01,otherfurniture,0,358.0,4
21,scene0077_01,otherfurniture,2,350.0,4
21,scene0077_01,door,1,317.0,4
21,scene0077_01,door,5,325.0,3
21,scene0077_01,door,6,,3
21,scene0077_01,counter,3,218.0,3
21,scene0077_01,table,4,590.0,3
21,scene0077_01,window,7,,4
21,scene0077_01,cabinet,8,,3
22,scene0081_00,sofa,0,443.0,4
22,scene0081_00,sofa,6,446.0,3
22,scene0081_00,sofa,7,423.0,4
22,scene0081_00,otherfurniture,1,289.0,3
22,scene0081_00,otherfurniture,2,,3
22,scene0081_00,table,3,451.0,3
22,scene0081_00,table,4,471.0,3
22,scene0081_00,table,5,466.0,2
23,scene0081_01,chair,0,301.0,4
23,scene0081_01,chair,1,306.0,3
23,scene0081_01,chair,2,328.0,2
23,scene0081_01,chair,3,361.0,3
23,scene0081_01,chair,4,322.0,4
23,scene0081_01,chair,5,340.0,2
23,scene0081_01,chair,6,313.0,2
23,scene0081_01,chair,7,317.0,2
23,scene0081_01,chair,8,312.0,4
23,scene0081_01,chair,9,337.0,2
23,scene0081_01,chair,10,,2
23,scene0081_01,chair,11,315.0,4
23,scene0081_01,chair,12,,3
23,scene0081_01,chair,13,318.0,4
23,scene0081_01,chair,14,330.0,3
23,scene0081_01,chair,23,354.0,3
23,scene0081_01,chair,24,311.0,4
23,scene0081_01,chair,25,351.0,2
23,scene0081_01,chair,26,374.0,2
23,scene0081_01,chair,27,326.0,1
23,scene0081_01,chair,28,349.0,3
23,scene0081_01,chair,29,304.0,2
23,scene0081_01,chair,30,353.0,3
23,scene0081_01,chair,31,,2
23,scene0081_01,chair,32,343.0,2
23,scene0081_01,chair,33,341.0,2
23,scene0081_01,table,15,1127.0,3
23,scene0081_01,table,16,1192.0,2
23,scene0081_01,table,17,,3
23,scene0081_01,table,18,1189.0,4
23,scene0081_01,table,19,1152.0,3
23,scene0081_01,table,20,1187.0,2
23,scene0081_01,table,21,1148.0,3
23,scene0081_01,table,22,1170.0,2
24,scene0081_02,table,0,1057.0,2
24,scene0081_02,table,1,1062.0,3
24,scene0081_02,table,2,1017.0,3
24,scene0081_02,table,3,1059.0,2
24,scene0081_02,table,4,1036.0,2
24,scene0081_02,table,5,1034.0,2
24,scene0081_02,table,32,1040.0,4
24,scene0081_02,chair,6,291.0,2
24,scene0081_02,chair,7,318.0,3
24,scene0081_02,chair,8,292.0,3
24,scene0081_02,chair,9,309.0,2
24,scene0081_02,chair,10,285.0,2
24,scene0081_02,chair,11,334.0,3
24,scene0081_02,chair,12,288.0,3
24,scene0081_02,chair,13,313.0,2
24,scene0081_02,chair,14,277.0,3
24,scene0081_02,chair,15,300.0,1
24,scene0081_02,chair,16,272.0,2
24,scene0081_02,chair,17,329.0,3
24,scene0081_02,chair,18,321.0,3
24,scene0081_02,chair,19,302.0,3
24,scene0081_02,chair,20,326.0,1
24,scene0081_02,chair,21,278.0,2
24,scene0081_02,chair,22,316.0,3
24,scene0081_02,chair,23,293.0,3
24,scene0081_02,chair,24,308.0,3
24,scene0081_02,chair,25,274.0,4
24,scene0081_02,chair,26,269.0,3
24,scene0081_02,chair,27,290.0,3
24,scene0081_02,chair,28,286.0,3
24,scene0081_02,chair,29,268.0,4
24,scene0081_02,chair,30,282.0,4
24,scene0081_02,chair,31,319.0,3
24,scene0081_02,chair,33,331.0,4
25,scene0084_00,otherfurniture,0,476.0,3
25,scene0084_00,otherfurniture,6,464.0,4
25,scene0084_00,otherfurniture,7,446.0,3
25,scene0084_00,otherfurniture,8,488.0,3
25,scene0084_00,otherfurniture,10,460.0,4
25,scene0084_00,door,1,,2
25,scene0084_00,door,4,406.0,2
25,scene0084_00,showercurtain,2,,2
25,scene0084_00,toilet,3,799.0,4
25,scene0084_00,sink,5,671.0,4
25,scene0084_00,counter,9,267.0,3
25,scene0084_00,window,11,,4
26,scene0084_01,counter,0,294.0,3
26,scene0084_01,showercurtain,1,639.0,2
26,scene0084_01,showercurtain,10,,4
26,scene0084_01,toilet,2,831.0,4
26,scene0084_01,otherfurniture,3,489.0,3
26,scene0084_01,otherfurniture,5,480.0,4
26,scene0084_01,otherfurniture,7,508.0,4
26,scene0084_01,otherfurniture,8,478.0,3
26,scene0084_01,otherfurniture,11,,3
26,scene0084_01,door,4,,3
26,scene0084_01,door,9,410.0,3
26,scene0084_01,sink,6,663.0,4
26,scene0084_01,window,12,871.0,4
27,scene0084_02,toilet,0,754.0,3
27,scene0084_02,otherfurniture,1,,4
27,scene0084_02,otherfurniture,5,423.0,4
27,scene0084_02,otherfurniture,6,437.0,3
27,scene0084_02,otherfurniture,8,445.0,4
27,scene0084_02,otherfurniture,10,433.0,3
27,scene0084_02,counter,2,268.0,3
27,scene0084_02,showercurtain,3,565.0,1
27,scene0084_02,window,4,,4
27,scene0084_02,door,7,405.0,4
27,scene0084_02,door,11,405.0,4
27,scene0084_02,sink,9,656.0,3
28,scene0086_00,toilet,0,840.0,3
28,scene0086_00,toilet,1,836.0,3
28,scene0086_00,door,2,465.0,4
28,scene0086_00,door,3,,4
28,scene0086_00,door,4,443.0,3
28,scene0086_00,door,10,,4
28,scene0086_00,door,11,465.0,4
28,scene0086_00,door,12,441.0,1
28,scene0086_00,window,5,894.0,4
28,scene0086_00,otherfurniture,6,482.0,4
28,scene0086_00,otherfurniture,7,,4
28,scene0086_00,sink,8,723.0,3
28,scene0086_00,sink,9,713.0,3
29,scene0086_01,door,0,401.0,4
29,scene0086_01,door,1,395.0,4
29,scene0086_01,door,3,399.0,1
29,scene0086_01,door,9,426.0,3
29,scene0086_01,door,10,401.0,4
29,scene0086_01,door,11,395.0,4
29,scene0086_01,otherfurniture,2,478.0,4
29,scene0086_01,otherfurniture,4,,4
29,scene0086_01,toilet,5,816.0,3
29,scene0086_01,toilet,8,829.0,3
29,scene0086_01,sink,6,679.0,4
29,scene0086_01,sink,7,656.0,3
29,scene0086_01,window,12,880.0,4
30,scene0086_02,door,0,405.0,4
30,scene0086_02,door,1,431.0,3
30,scene0086_02,door,2,406.0,4
30,scene0086_02,door,3,,1
30,scene0086_02,door,6,406.0,4
30,scene0086_02,door,10,,4
30,scene0086_02,toilet,4,821.0,4
30,scene0086_02,toilet,5,790.0,3
30,scene0086_02,sink,7,659.0,3
30,scene0086_02,sink,9,685.0,3
30,scene0086_02,otherfurniture,8,471.0,4
30,scene0086_02,window,11,833.0,4
31,scene0088_00,chair,0,276.0,2
31,scene0088_00,chair,1,282.0,2
31,scene0088_00,chair,2,317.0,2
31,scene0088_00,chair,3,322.0,2
31,scene0088_00,chair,4,298.0,3
31,scene0088_00,chair,5,295.0,2
31,scene0088_00,chair,6,302.0,3
31,scene0088_00,chair,7,296.0,3
31,scene0088_00,chair,8,308.0,2
31,scene0088_00,chair,9,304.0,3
31,scene0088_00,chair,10,341.0,4
31,scene0088_00,chair,11,333.0,3
31,scene0088_00,chair,12,314.0,1
31,scene0088_00,chair,13,315.0,4
31,scene0088_00,chair,14,331.0,4
31,scene0088_00,chair,15,293.0,3
31,scene0088_00,chair,16,344.0,4
31,scene0088_00,chair,17,,3
31,scene0088_00,chair,18,,4
31,scene0088_00,chair,19,321.0,3
31,scene0088_00,chair,20,,3
31,scene0088_00,chair,21,301.0,4
31,scene0088_00,chair,22,,3
31,scene0088_00,chair,23,289.0,3
31,scene0088_00,chair,26,336.0,4
31,scene0088_00,table,24,,1
31,scene0088_00,window,25,1226.0,4
31,scene0088_00,otherfurniture,27,650.0,4
31,scene0088_00,door,28,579.0,4
31,scene0088_00,door,29,,4
32,scene0088_01,chair,0,289.0,3
32,scene0088_01,chair,1,314.0,3
32,scene0088_01,chair,4,287.0,3
32,scene0088_01,chair,5,269.0,4
32,scene0088_01,chair,7,262.0,3
32,scene0088_01,chair,8,282.0,4
32,scene0088_01,chair,9,256.0,4
32,scene0088_01,chair,10,266.0,2
32,scene0088_01,chair,11,268.0,2
32,scene0088_01,chair,12,292.0,2
32,scene0088_01,chair,16,297.0,3
32,scene0088_01,chair,17,274.0,3
32,scene0088_01,chair,18,303.0,2
32,scene0088_01,chair,19,259.0,2
32,scene0088_01,chair,20,263.0,3
32,scene0088_01,chair,21,261.0,2
32,scene0088_01,chair,22,273.0,3
32,scene0088_01,chair,23,273.0,3
32,scene0088_01,table,2,,2
32,scene0088_01,table,3,,4
32,scene0088_01,window,6,,4
32,scene0088_01,window,14,1095.0,4
32,scene0088_01,door,13,564.0,4
32,scene0088_01,otherfurniture,15,595.0,4
33,scene0088_02,otherfurniture,0,684.0,4
33,scene0088_02,cabinet,1,232.0,4
33,scene0088_02,window,2,,4
33,scene0088_02,window,3,,4
33,scene0088_02,window,29,1183.0,4
33,scene0088_02,chair,4,332.0,3
33,scene0088_02,chair,5,279.0,3
33,scene0088_02,chair,6,293.0,2
33,scene0088_02,chair,7,300.0,2
33,scene0088_02,chair,8,277.0,3
33,scene0088_02,chair,9,319.0,3
33,scene0088_02,chair,10,332.0,4
33,scene0088_02,chair,11,292.0,3
33,scene0088_02,chair,12,335.0,4
33,scene0088_02,chair,13,308.0,3
33,scene0088_02,chair,14,308.0,3
33,scene0088_02,chair,15,316.0,3
33,scene0088_02,chair,16,327.0,1
33,scene0088_02,chair,17,,2
33,scene0088_02,chair,18,289.0,2
33,scene0088_02,chair,19,313.0,3
33,scene0088_02,chair,20,283.0,3
33,scene0088_02,chair,21,337.0,2
33,scene0088_02,chair,22,,1
33,scene0088_02,chair,23,343.0,2
33,scene0088_02,chair,24,281.0,4
33,scene0088_02,chair,25,311.0,3
33,scene0088_02,chair,26,334.0,4
33,scene0088_02,chair,27,314.0,2
33,scene0088_02,table,28,,1
33,scene0088_02,door,30,582.0,4
34,scene0088_03,table,0,,1
34,scene0088_03,chair,1,270.0,2
34,scene0088_03,chair,2,274.0,2
34,scene0088_03,chair,3,323.0,3
34,scene0088_03,chair,4,297.0,3
34,scene0088_03,chair,5,308.0,4
34,scene0088_03,chair,6,313.0,2
34,scene0088_03,chair,7,288.0,2
34,scene0088_03,chair,8,294.0,4
34,scene0088_03,chair,9,281.0,2
34,scene0088_03,chair,10,263.0,2
34,scene0088_03,chair,11,303.0,4
34,scene0088_03,chair,12,279.0,2
34,scene0088_03,chair,13,296.0,4
34,scene0088_03,chair,14,320.0,4
34,scene0088_03,chair,15,305.0,4
34,scene0088_03,chair,16,284.0,3
34,scene0088_03,chair,17,312.0,4
34,scene0088_03,chair,18,264.0,3
34,scene0088_03,chair,19,286.0,2
34,scene0088_03,chair,22,266.0,3
34,scene0088_03,chair,23,,2
34,scene0088_03,chair,24,273.0,2
34,scene0088_03,door,20,564.0,3
34,scene0088_03,window,21,,3
35,scene0095_00,chair,0,218.0,2
35,scene0095_00,chair,1,249.0,4
35,scene0095_00,chair,2,228.0,2
35,scene0095_00,chair,3,245.0,2
35,scene0095_00,chair,4,222.0,2
35,scene0095_00,chair,7,254.0,2
35,scene0095_00,chair,8,,2
35,scene0095_00,chair,9,264.0,2
35,scene0095_00,chair,10,,3
35,scene0095_00,chair,11,212.0,2
35,scene0095_00,chair,12,225.0,3
35,scene0095_00,chair,13,217.0,3
35,scene0095_00,chair,14,232.0,2
35,scene0095_00,chair,15,,3
35,scene0095_00,chair,16,240.0,2
35,scene0095_00,chair,17,249.0,4
35,scene0095_00,cabinet,5,209.0,4
35,scene0095_00,table,6,822.0,3
35,scene0095_00,window,18,918.0,4
35,scene0095_00,window,19,936.0,4
35,scene0095_00,otherfurniture,20,,4
35,scene0095_00,door,21,,4
36,scene0095_01,otherfurniture,0,667.0,4
36,scene0095_01,chair,1,323.0,3
36,scene0095_01,chair,2,296.0,3
36,scene0095_01,chair,3,308.0,2
36,scene0095_01,chair,4,276.0,4
36,scene0095_01,chair,5,295.0,2
36,scene0095_01,chair,6,342.0,2
36,scene0095_01,chair,7,299.0,2
36,scene0095_01,chair,8,337.0,3
36,scene0095_01,chair,9,285.0,2
36,scene0095_01,chair,10,336.0,2
36,scene0095_01,chair,11,293.0,3
36,scene0095_01,chair,12,313.0,2
36,scene0095_01,chair,13,310.0,2
36,scene0095_01,chair,14,281.0,3
36,scene0095_01,chair,15,331.0,3
36,scene0095_01,chair,16,288.0,2
36,scene0095_01,chair,20,,4
36,scene0095_01,table,17,1056.0,3
36,scene0095_01,cabinet,18,236.0,4
36,scene0095_01,window,19,,4
37,scene0100_00,sink,0,440.0,3
37,scene0100_00,cabinet,1,126.0,2
37,scene0100_00,toilet,2,514.0,3
37,scene0100_00,bathtub,3,12.0,3
37,scene0100_00,otherfurniture,4,,4
37,scene0100_00,door,5,277.0,3
37,scene0100_00,door,7,,3
37,scene0100_00,window,6,,3
38,scene0100_01,toilet,0,460.0,3
38,scene0100_01,cabinet,1,110.0,3
38,scene0100_01,bathtub,2,1.0,4
