img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
34,scene0088_03,chair,3,
34,scene0088_03,chair,4,4.0
34,scene0088_03,chair,5,
34,scene0088_03,chair,6,
34,scene0088_03,chair,7,
34,scene0088_03,chair,8,
34,scene0088_03,chair,9,
34,scene0088_03,chair,10,
34,scene0088_03,chair,11,
34,scene0088_03,chair,12,
34,scene0088_03,chair,13,
34,scene0088_03,chair,14,
34,scene0088_03,chair,15,
34,scene0088_03,chair,16,
34,scene0088_03,chair,17,
34,scene0088_03,chair,18,
34,scene0088_03,chair,20,
34,scene0088_03,chair,21,
34,scene0088_03,chair,22,
34,scene0088_03,door,19,
35,scene0095_00,chair,0,4.0
35,scene0095_00,chair,1,
35,scene0095_00,chair,2,
35,scene0095_00,chair,3,
35,scene0095_00,chair,4,
35,scene0095_00,chair,6,
35,scene0095_00,chair,7,
35,scene0095_00,chair,8,
35,scene0095_00,chair,9,
35,scene0095_00,chair,10,
35,scene0095_00,chair,11,
35,scene0095_00,chair,12,
35,scene0095_00,chair,13,
35,scene0095_00,chair,14,
35,scene0095_00,chair,15,
35,scene0095_00,chair,16,
35,scene0095_00,cabinet,5,
35,scene0095_00,door,17,
36,scene0095_01,chair,0,
36,scene0095_01,chair,1,
36,scene0095_01,chair,2,
36,scene0095_01,chair,3,
36,scene0095_01,chair,4,
36,scene0095_01,chair,5,
36,scene0095_01,chair,6,
36,scene0095_01,chair,7,
36,scene0095_01,chair,8,
36,scene0095_01,chair,9,
36,scene0095_01,chair,10,
36,scene0095_01,chair,11,
36,scene0095_01,chair,12,
36,scene0095_01,chair,13,
36,scene0095_01,chair,14,
36,scene0095_01,chair,15,
36,scene0095_01,chair,17,
36,scene0095_01,cabinet,16,
37,scene0100_00,cabinet,0,
37,scene0100_00,bathtub,1,
37,scene0100_00,door,2,
37,scene0100_00,door,3,
38,scene0100_01,cabinet,0,
38,scene0100_01,bathtub,1,
38,scene0100_01,door,2,
38,scene0100_01,door,3,
39,scene0100_02,cabinet,0,
39,scene0100_02,door,1,
39,scene0100_02,counter,2,
39,scene0100_02,bathtub,3,
40,scene0131_00,chair,0,
40,scene0131_00,chair,1,
40,scene0131_00,chair,2,
40,scene0131_00,chair,3,
40,scene0131_00,chair,4,
40,scene0131_00,chair,5,
40,scene0131_00,chair,6,
40,scene0131_00,chair,7,
40,scene0131_00,chair,8,
40,scene0131_00,desk,9,
41,scene0131_01,desk,0,
41,scene0131_01,chair,1,
41,scene0131_01,chair,2,
41,scene0131_01,chair,3,
41,scene0131_01,chair,4,
41,scene0131_01,chair,5,
41,scene0131_01,chair,6,
41,scene0131_01,chair,7,
41,scene0131_01,chair,8,
41,scene0131_01,chair,9,
42,scene0131_02,desk,0,
42,scene0131_02,chair,1,
42,scene0131_02,chair,2,
42,scene0131_02,chair,3,
42,scene0131_02,chair,4,
42,scene0131_02,chair,5,
42,scene0131_02,chair,6,
42,scene0131_02,chair,7,
42,scene0131_02,chair,8,
42,scene0131_02,chair,9,
42,scene0131_02,cabinet,10,
43,scene0139_00,cabinet,0,
43,scene0139_00,door,1,
43,scene0139_00,door,2,
44,scene0144_00,bed,0,
44,scene0144_00,curtain,1,
44,scene0144_00,curtain,6,
44,scene0144_00,chair,2,
44,scene0144_00,chair,3,
44,scene0144_00,chair,8,
44,scene0144_00,door,4,
44,scene0144_00,door,5,
44,scene0144_00,door,7,
45,scene0144_01,desk,0,
45,scene0144_01,bed,1,
45,scene0144_01,chair,2,
45,scene0144_01,chair,3,4.0
45,scene0144_01,chair,4,
45,scene0144_01,door,5,
45,scene0144_01,door,6,
45,scene0144_01,curtain,7,
45,scene0144_01,curtain,8,
46,scene0146_00,door,0,
47,scene0146_01,door,0,
48,scene0146_02,door,0,
49,scene0149_00,counter,0,
49,scene0149_00,counter,8,
49,scene0149_00,cabinet,1,
49,scene0149_00,cabinet,2,
49,scene0149_00,cabinet,3,
49,scene0149_00,cabinet,4,
49,scene0149_00,cabinet,5,
49,scene0149_00,cabinet,6,
49,scene0149_00,cabinet,9,
49,scene0149_00,cabinet,10,
49,scene0149_00,cabinet,11,
49,scene0149_00,chair,7,
50,scene0153_00,cabinet,0,
50,scene0153_00,cabinet,2,
50,scene0153_00,door,1,
50,scene0153_00,bathtub,3,
51,scene0153_01,cabinet,0,
51,scene0153_01,cabinet,3,
51,scene0153_01,door,1,
51,scene0153_01,bathtub,2,
52,scene0164_00,counter,0,
52,scene0164_00,cabinet,1,
52,scene0164_00,cabinet,2,
52,scene0164_00,cabinet,4,
52,scene0164_00,cabinet,5,
52,scene0164_00,cabinet,6,
52,scene0164_00,cabinet,7,
52,scene0164_00,cabinet,8,
52,scene0164_00,cabinet,9,
52,scene0164_00,cabinet,10,
52,scene0164_00,cabinet,11,
52,scene0164_00,door,3,
53,scene0164_01,counter,0,
53,scene0164_01,door,1,
53,scene0164_01,cabinet,2,
53,scene0164_01,cabinet,3,
53,scene0164_01,cabinet,4,
53,scene0164_01,cabinet,5,
54,scene0164_02,cabinet,0,
54,scene0164_02,cabinet,1,
54,scene0164_02,cabinet,3,
54,scene0164_02,cabinet,5,
54,scene0164_02,counter,2,
54,scene0164_02,door,4,
55,scene0164_03,counter,0,
55,scene0164_03,cabinet,1,
55,scene0164_03,cabinet,2,
55,scene0164_03,cabinet,3,
55,scene0164_03,door,4,
56,scene0169_00,chair,0,
56,scene0169_00,chair,1,
56,scene0169_00,chair,2,
56,scene0169_00,chair,3,
56,scene0169_00,chair,4,
56,scene0169_00,chair,5,
56,scene0169_00,chair,6,
56,scene0169_00,chair,7,
56,scene0169_00,chair,10,
56,scene0169_00,chair,11,
56,scene0169_00,chair,13,
56,scene0169_00,chair,14,
56,scene0169_00,chair,15,
56,scene0169_00,chair,16,
56,scene0169_00,chair,17,
56,scene0169_00,chair,18,
56,scene0169_00,chair,19,
56,scene0169_00,chair,20,
56,scene0169_00,chair,21,
56,scene0169_00,chair,22,
56,scene0169_00,chair,23,
56,scene0169_00,chair,24,
56,scene0169_00,chair,25,
56,scene0169_00,chair,26,
56,scene0169_00,chair,27,
56,scene0169_00,cabinet,8,
56,scene0169_00,cabinet,12,
56,scene0169_00,door,9,
57,scene0169_01,chair,0,
57,scene0169_01,chair,1,
57,scene0169_01,chair,2,
57,scene0169_01,chair,3,
57,scene0169_01,chair,4,
57,scene0169_01,chair,7,
57,scene0169_01,chair,8,
57,scene0169_01,chair,10,
57,scene0169_01,chair,11,
57,scene0169_01,chair,12,
57,scene0169_01,chair,13,
57,scene0169_01,chair,14,
57,scene0169_01,chair,15,
57,scene0169_01,chair,16,
57,scene0169_01,chair,17,
57,scene0169_01,chair,18,
57,scene0169_01,chair,19,
57,scene0169_01,chair,20,
57,scene0169_01,chair,21,
57,scene0169_01,chair,22,
57,scene0169_01,chair,23,
57,scene0169_01,chair,24,
57,scene0169_01,cabinet,5,
57,scene0169_01,cabinet,9,
57,scene0169_01,door,6,
58,scene0187_00,chair,0,
58,scene0187_00,chair,1,
58,scene0187_00,chair,2,
58,scene0187_00,chair,3,
59,scene0187_01,chair,0,
59,scene0187_01,chair,1,
59,scene0187_01,chair,2,
59,scene0187_01,chair,3,
60,scene0193_00,door,0,
60,scene0193_00,door,5,
60,scene0193_00,curtain,1,
60,scene0193_00,chair,2,
60,scene0193_00,bed,3,1.0
60,scene0193_00,desk,4,
61,scene0193_01,chair,0,
61,scene0193_01,bed,1,
61,scene0193_01,door,2,
61,scene0193_01,desk,3,
61,scene0193_01,curtain,4,
62,scene0196_00,door,0,
62,scene0196_00,chair,1,
62,scene0196_00,chair,2,
62,scene0196_00,chair,3,
62,scene0196_00,chair,4,
62,scene0196_00,chair,5,
62,scene0196_00,chair,6,
62,scene0196_00,chair,7,
62,scene0196_00,chair,8,
62,scene0196_00,chair,9,
62,scene0196_00,chair,10,
62,scene0196_00,chair,11,
62,scene0196_00,chair,12,
62,scene0196_00,chair,13,
62,scene0196_00,chair,14,
62,scene0196_00,chair,15,
62,scene0196_00,chair,16,
62,scene0196_00,chair,17,
62,scene0196_00,chair,18,
62,scene0196_00,chair,19,
62,scene0196_00,chair,20,
62,scene0196_00,chair,21,
62,scene0196_00,chair,22,
62,scene0196_00,chair,23,
63,scene0203_00,door,0,
63,scene0203_00,curtain,1,
63,scene0203_00,bookshelf,2,
63,scene0203_00,chair,3,
64,scene0203_01,bookshelf,0,
64,scene0203_01,chair,1,
64,scene0203_01,chair,2,
64,scene0203_01,door,3,
64,scene0203_01,door,4,
64,scene0203_01,door,5,
65,scene0203_02,bookshelf,0,
65,scene0203_02,door,1,
65,scene0203_02,door,3,
65,scene0203_02,chair,2,
65,scene0203_02,curtain,4,
66,scene0207_00,cabinet,0,
66,scene0207_00,cabinet,3,
66,scene0207_00,cabinet,7,
66,scene0207_00,cabinet,10,
66,scene0207_00,cabinet,14,
66,scene0207_00,door,1,
66,scene0207_00,door,9,
66,scene0207_00,door,11,
66,scene0207_00,door,12,
66,scene0207_00,bed,2,1.0
66,scene0207_00,chair,4,
66,scene0207_00,chair,5,
66,scene0207_00,desk,6,
66,scene0207_00,counter,8,
66,scene0207_00,counter,13,
66,scene0207_00,bathtub,15,
67,scene0207_01,counter,0,
67,scene0207_01,bed,1,
67,scene0207_01,door,2,
67,scene0207_01,door,8,
67,scene0207_01,door,9,
67,scene0207_01,cabinet,3,
67,scene0207_01,cabinet,4,3.0
67,scene0207_01,cabinet,5,
67,scene0207_01,bathtub,6,
67,scene0207_01,chair,7,
68,scene0207_02,door,0,
68,scene0207_02,door,1,
68,scene0207_02,door,12,
68,scene0207_02,cabinet,2,
68,scene0207_02,cabinet,3,
68,scene0207_02,cabinet,6,
68,scene0207_02,cabinet,9,
68,scene0207_02,cabinet,11,
68,scene0207_02,bathtub,4,
68,scene0207_02,bed,5,
68,scene0207_02,desk,7,
68,scene0207_02,chair,8,
68,scene0207_02,counter,10,
69,scene0208_00,bookshelf,0,2.0
69,scene0208_00,bookshelf,1,
69,scene0208_00,bookshelf,2,
69,scene0208_00,bookshelf,3,
69,scene0208_00,bookshelf,4,
70,scene0217_00,desk,0,
70,scene0217_00,desk,1,
70,scene0217_00,bed,2,
70,scene0217_00,bed,3,
70,scene0217_00,chair,4,
70,scene0217_00,chair,5,
70,scene0217_00,door,6,
70,scene0217_00,door,7,
71,scene0221_00,chair,0,
71,scene0221_00,chair,1,
71,scene0221_00,chair,10,
71,scene0221_00,bed,2,
71,scene0221_00,bed,3,
71,scene0221_00,desk,4,
71,scene0221_00,cabinet,5,
71,scene0221_00,cabinet,7,
71,scene0221_00,door,6,
71,scene0221_00,door,9,
71,scene0221_00,door,12,
71,scene0221_00,curtain,8,
71,scene0221_00,bathtub,11,
72,scene0221_01,chair,0,
72,scene0221_01,chair,1,
72,scene0221_01,chair,2,
72,scene0221_01,door,3,
72,scene0221_01,door,9,
72,scene0221_01,bed,4,1.0
72,scene0221_01,bed,5,
72,scene0221_01,desk,6,
72,scene0221_01,cabinet,7,
72,scene0221_01,curtain,8,
73,scene0222_00,bed,0,
73,scene0222_00,bed,3,
73,scene0222_00,door,1,
73,scene0222_00,door,2,
73,scene0222_00,door,8,
73,scene0222_00,door,9,
73,scene0222_00,chair,4,
73,scene0222_00,chair,5,
73,scene0222_00,desk,6,
73,scene0222_00,desk,7,
74,scene0222_01,chair,0,
74,scene0222_01,chair,1,
74,scene0222_01,bed,2,
74,scene0222_01,bed,7,1.0
74,scene0222_01,desk,3,
74,scene0222_01,desk,4,
74,scene0222_01,door,5,
74,scene0222_01,door,6,
74,scene0222_01,door,8,
75,scene0231_00,desk,0,
75,scene0231_00,door,1,
75,scene0231_00,door,21,
75,scene0231_00,door,22,
75,scene0231_00,chair,2,
75,scene0231_00,chair,3,
75,scene0231_00,chair,4,
75,scene0231_00,chair,5,
75,scene0231_00,chair,24,
75,scene0231_00,chair,25,
75,scene0231_00,cabinet,6,
75,scene0231_00,cabinet,8,
75,scene0231_00,cabinet,9,
75,scene0231_00,cabinet,10,
75,scene0231_00,cabinet,11,
75,scene0231_00,cabinet,12,
75,scene0231_00,cabinet,13,
75,scene0231_00,cabinet,14,
75,scene0231_00,cabinet,15,
75,scene0231_00,cabinet,16,
75,scene0231_00,cabinet,17,
75,scene0231_00,cabinet,18,
75,scene0231_00,cabinet,19,
75,scene0231_00,cabinet,20,
75,scene0231_00,cabinet,23,
75,scene0231_00,counter,7,
76,scene0231_01,chair,0,
76,scene0231_01,chair,1,
76,scene0231_01,chair,8,
76,scene0231_01,chair,12,
76,scene0231_01,chair,13,
76,scene0231_01,chair,14,
76,scene0231_01,counter,2,
76,scene0231_01,cabinet,3,
76,scene0231_01,cabinet,4,
76,scene0231_01,cabinet,5,
76,scene0231_01,cabinet,6,
76,scene0231_01,cabinet,7,
76,scene0231_01,cabinet,15,
76,scene0231_01,cabinet,16,
76,scene0231_01,cabinet,17,
76,scene0231_01,cabinet,18,
76,scene0231_01,cabinet,19,
76,scene0231_01,cabinet,20,
76,scene0231_01,cabinet,21,
76,scene0231_01,cabinet,22,
76,scene0231_01,cabinet,23,
76,scene0231_01,cabinet,24,
76,scene0231_01,cabinet,25,
76,scene0231_01,desk,9,
76,scene0231_01,door,10,
76,scene0231_01,door,11,
77,scene0231_02,chair,0,
77,scene0231_02,chair,4,
77,scene0231_02,chair,5,
77,scene0231_02,chair,6,
77,scene0231_02,chair,8,
77,scene0231_02,desk,1,
77,scene0231_02,cabinet,2,
77,scene0231_02,cabinet,3,
77,scene0231_02,cabinet,9,
77,scene0231_02,cabinet,11,
77,scene0231_02,cabinet,12,
77,scene0231_02,cabinet,13,
77,scene0231_02,cabinet,14,
77,scene0231_02,cabinet,15,
77,scene0231_02,cabinet,16,
77,scene0231_02,cabinet,17,
77,scene0231_02,door,7,
77,scene0231_02,door,18,
77,scene0231_02,counter,10,
78,scene0246_00,chair,0,
78,scene0246_00,cabinet,1,
78,scene0246_00,cabinet,2,
78,scene0246_00,bed,3,
78,scene0246_00,curtain,4,
79,scene0249_00,chair,0,
79,scene0249_00,chair,1,
79,scene0249_00,chair,2,
79,scene0249_00,chair,3,
79,scene0249_00,chair,4,
79,scene0249_00,chair,5,
79,scene0249_00,chair,6,
79,scene0249_00,chair,7,
79,scene0249_00,chair,8,
79,scene0249_00,chair,9,
79,scene0249_00,chair,10,
79,scene0249_00,chair,11,
79,scene0249_00,chair,12,
79,scene0249_00,chair,13,
79,scene0249_00,chair,14,
79,scene0249_00,chair,15,
79,scene0249_00,chair,16,4.0
79,scene0249_00,chair,17,
79,scene0249_00,chair,18,
79,scene0249_00,chair,19,
79,scene0249_00,chair,20,
79,scene0249_00,chair,21,
79,scene0249_00,chair,22,
79,scene0249_00,chair,23,
79,scene0249_00,chair,24,
79,scene0249_00,chair,25,
79,scene0249_00,chair,26,
79,scene0249_00,chair,27,
79,scene0249_00,chair,28,
79,scene0249_00,chair,29,
79,scene0249_00,chair,30,
79,scene0249_00,chair,31,
79,scene0249_00,chair,32,
80,scene0251_00,chair,0,
80,scene0251_00,chair,1,
80,scene0251_00,door,2,
80,scene0251_00,door,3,
80,scene0251_00,door,4,
80,scene0251_00,cabinet,5,
81,scene0256_00,curtain,0,
81,scene0256_00,curtain,2,
