img_id,classname,gt_index,has_pred_bbox
11,cabinet,13,False
11,cabinet,14,True
11,cabinet,15,True
11,curtain,16,True
11,curtain,17,True
12,door,0,False
12,door,1,True
12,door,2,True
12,door,3,True
12,door,4,True
12,door,5,True
12,chair,6,False
12,cabinet,7,True
13,chair,0,True
13,chair,1,True
13,chair,2,True
13,chair,3,True
13,chair,4,True
13,chair,5,True
13,chair,6,False
13,chair,7,True
13,chair,8,True
13,chair,9,True
13,chair,10,True
13,chair,11,True
13,chair,12,False
13,chair,13,True
13,chair,14,True
13,chair,15,False
13,chair,16,True
13,chair,17,False
13,desk,18,True
13,desk,19,False
13,desk,20,True
13,desk,21,True
13,door,22,True
13,door,23,True
13,cabinet,24,False
14,curtain,0,True
14,bookshelf,1,True
14,chair,2,False
14,chair,3,False
14,chair,4,False
14,chair,5,False
15,counter,0,True
15,cabinet,1,True
15,cabinet,2,True
15,chair,3,True
15,chair,4,True
15,chair,5,True
15,chair,6,True
15,chair,7,True
15,chair,8,True
16,door,0,True
16,door,1,True
16,bookshelf,2,True
16,desk,3,True
16,chair,4,True
16,chair,5,True
16,chair,6,True
16,chair,7,True
16,cabinet,8,False
16,cabinet,9,False
17,cabinet,0,True
17,door,1,True
17,door,2,True
17,bathtub,3,True
18,chair,0,True
18,chair,1,True
18,chair,2,False
18,chair,3,True
18,chair,4,True
18,chair,5,True
18,chair,6,True
18,chair,7,False
18,chair,8,True
18,chair,9,True
18,chair,10,True
18,chair,11,True
18,chair,12,True
18,chair,13,True
18,chair,14,True
18,chair,15,True
18,chair,16,True
18,chair,17,True
18,chair,18,True
18,chair,19,True
18,chair,20,True
18,chair,21,True
18,chair,22,False
18,chair,23,True
18,chair,24,True
18,chair,25,True
18,chair,26,True
18,chair,27,True
18,chair,28,True
18,chair,29,True
18,chair,30,False
18,cabinet,31,True
18,cabinet,32,False
19,chair,0,True
19,chair,1,True
19,chair,2,True
19,chair,3,True
19,chair,4,True
19,chair,5,True
19,chair,6,True
19,chair,7,True
19,chair,8,True
19,chair,9,True
20,bookshelf,0,False
20,door,1,True
20,door,2,True
20,door,3,True
20,door,4,True
20,door,5,True
20,door,6,True
20,door,7,True
20,door,8,True
20,door,9,True
20,desk,10,True
20,chair,11,True
20,chair,12,False
20,chair,13,True
20,chair,14,False
20,cabinet,15,False
20,cabinet,16,False
21,door,0,True
21,chair,1,True
21,chair,2,True
21,chair,3,True
21,chair,4,True
21,chair,5,True
21,chair,6,True
21,cabinet,7,True
21,cabinet,8,False
21,counter,9,True
22,door,0,True
22,desk,1,True
22,desk,2,True
22,chair,3,True
22,chair,4,True
22,chair,5,True
22,cabinet,6,True
22,cabinet,7,False
22,cabinet,8,False
23,door,0,True
23,door,1,True
23,door,2,True
23,door,3,True
23,bed,4,True
23,cabinet,5,True
23,cabinet,6,True
23,chair,7,True
23,chair,8,True
24,bed,0,True
24,bed,1,True
24,door,2,False
25,chair,0,True
25,chair,1,True
25,chair,2,True
25,chair,3,True
25,desk,4,True
25,bookshelf,5,True
25,door,6,True
25,cabinet,7,True
25,cabinet,8,True
26,door,0,False
26,door,1,True
26,door,2,True
26,cabinet,3,True
27,door,0,True
27,chair,1,True
27,chair,2,True
27,chair,3,True
27,chair,4,True
27,chair,5,True
27,chair,6,True
27,chair,7,True
27,chair,8,True
27,chair,9,True
27,chair,10,True
27,chair,11,True
27,chair,12,True
27,chair,13,True
27,chair,14,True
27,chair,15,True
27,chair,16,True
27,chair,17,True
27,chair,18,True
27,chair,19,True
27,chair,20,True
27,chair,21,True
27,chair,22,True
27,chair,23,True
28,cabinet,0,True
28,cabinet,1,True
28,cabinet,2,True
28,cabinet,3,True
28,chair,4,True
28,chair,5,True
28,chair,6,True
28,chair,7,True
28,counter,8,True
29,door,0,True
29,door,1,True
29,door,2,True
29,door,3,True
29,door,4,True
29,door,5,True
30,desk,0,True
30,desk,1,True
30,desk,2,True
30,desk,3,True
30,desk,4,True
30,desk,5,True
30,cabinet,6,True
30,cabinet,7,True
30,cabinet,8,True
30,cabinet,9,True
30,cabinet,10,True
30,cabinet,11,True
30,chair,12,True
30,chair,13,True
30,chair,14,True
30,chair,15,True
30,chair,16,True
30,chair,17,True
30,chair,18,True
30,chair,19,True
30,door,20,True
30,door,21,True
31,cabinet,0,True
31,cabinet,1,True
31,cabinet,2,True
31,cabinet,3,False
31,chair,4,True
31,chair,5,True
31,chair,6,True
31,chair,7,True
31,counter,8,True
32,bookshelf,0,True
32,bookshelf,1,True
32,bookshelf,2,True
32,desk,3,True
32,desk,4,True
32,chair,5,True
32,chair,6,True
32,chair,7,True
32,chair,8,False
32,chair,9,True
33,chair,0,True
33,curtain,1,True
33,curtain,2,True
34,door,0,True
34,desk,1,True
34,desk,2,True
34,cabinet,3,True
34,cabinet,4,True
34,cabinet,5,True
34,cabinet,6,False
34,chair,7,True
34,chair,8,True
35,chair,0,True
35,chair,1,True
35,chair,2,True
35,chair,3,True
35,chair,4,False
35,chair,5,True
35,chair,6,True
35,door,7,True
35,door,8,False
36,cabinet,0,True
36,cabinet,1,True
36,cabinet,2,True
36,cabinet,3,True
36,counter,4,True
36,door,5,True
37,door,0,True
37,door,1,True
37,bathtub,2,True
37,counter,3,True
38,counter,0,False
38,door,1,False
38,door,2,True
39,door,0,True
40,bookshelf,0,True
40,door,1,False
40,door,2,False
40,chair,3,True
40,curtain,4,False
41,chair,0,True
41,chair,1,True
41,chair,2,True
41,chair,3,True
41,chair,4,True
41,chair,5,True
41,chair,6,True
41,chair,7,True
41,chair,8,True
41,chair,9,True
41,door,10,True
42,cabinet,0,True
42,cabinet,1,False
42,door,2,True
42,bathtub,3,True
43,chair,0,True
43,chair,1,True
43,chair,2,True
43,bed,3,True
43,bed,4,True
43,cabinet,5,True
43,cabinet,6,True
43,bathtub,7,True
43,desk,8,True
43,curtain,9,True
43,door,10,True
43,door,11,False
43,door,12,True
43,door,13,True
44,chair,0,True
44,chair,1,True
44,chair,2,True
44,chair,3,True
44,chair,4,True
44,chair,5,True
44,chair,6,True
44,chair,7,True
44,chair,8,False
44,chair,9,True
44,chair,10,True
44,chair,11,True
44,chair,12,True
44,chair,13,False
44,chair,14,True
44,chair,15,True
44,cabinet,16,True
44,door,17,True
45,cabinet,0,True
45,cabinet,1,True
45,cabinet,2,True
45,cabinet,3,False
45,cabinet,4,True
45,cabinet,5,False
45,chair,6,True
45,chair,7,True
45,chair,8,True
45,chair,9,True
45,chair,10,True
45,chair,11,True
45,chair,12,True
45,chair,13,True
45,desk,14,True
45,desk,15,True
45,desk,16,True
45,desk,17,False
45,desk,18,True
45,desk,19,True
45,door,20,False
46,chair,0,True
46,chair,1,False
46,chair,2,True
46,chair,3,True
46,chair,4,False
46,chair,5,True
46,counter,6,False
46,cabinet,7,False
46,cabinet,8,False
46,cabinet,9,True
46,cabinet,10,False
46,cabinet,11,False
46,cabinet,12,False
46,cabinet,13,False
46,cabinet,14,False
46,cabinet,15,True
46,cabinet,16,False
46,cabinet,17,False
46,cabinet,18,False
46,cabinet,19,False
46,cabinet,20,True
46,cabinet,21,False
46,cabinet,22,True
46,desk,23,True
46,door,24,False
46,door,25,True
47,desk,0,True
47,desk,1,True
47,bed,2,True
47,bed,3,True
47,chair,4,True
47,chair,5,True
47,door,6,True
47,door,7,True
48,desk,0,True
48,bed,1,True
48,chair,2,True
48,chair,3,True
48,chair,4,True
48,door,5,True
48,door,6,False
48,curtain,7,False
48,curtain,8,False
49,door,0,True
49,door,1,True
49,door,2,False
49,door,3,True
49,door,4,True
49,door,5,False
49,chair,6,True
49,chair,7,True
49,desk,8,True
50,desk,0,True
50,curtain,1,True
50,curtain,2,False
50,chair,3,True
50,chair,4,True
50,cabinet,5,True
50,cabinet,6,True
50,bathtub,7,True
50,bed,8,True
50,bed,9,True
50,door,10,True
50,door,11,False
50,door,12,False
50,door,13,True
51,chair,0,True
51,chair,1,True
51,chair,2,True
51,chair,3,True
52,chair,0,True
52,chair,1,False
53,bookshelf,0,True
53,desk,1,True
53,desk,2,True
53,door,3,True
53,chair,4,True
53,chair,5,True
53,chair,6,True
53,chair,7,True
54,door,0,True
54,door,1,True
55,counter,0,True
55,door,1,False
55,cabinet,2,False
55,cabinet,3,True
55,cabinet,4,True
55,cabinet,5,False
56,door,0,True
56,cabinet,1,True
57,curtain,0,True
57,cabinet,1,False
57,cabinet,2,True
57,cabinet,3,True
57,cabinet,4,True
57,cabinet,5,False
57,door,6,True
57,door,7,False
57,door,8,True
58,bed,0,True
58,cabinet,1,True
58,curtain,2,True
59,desk,0,True
59,chair,1,True
59,bed,2,True
59,curtain,3,False
59,door,4,True
59,door,5,True
60,chair,0,True
60,chair,1,True
60,chair,2,True
60,chair,3,True
60,chair,4,True
60,chair,5,False
60,chair,6,True
60,chair,7,True
60,chair,8,True
60,chair,9,True
60,chair,10,False
60,chair,11,True
60,chair,12,False
60,chair,13,True
60,chair,14,True
60,chair,15,True
60,chair,16,True
60,chair,17,True
60,chair,18,True
60,chair,19,True
60,chair,20,True
60,chair,21,True
60,chair,22,True
60,chair,23,True
60,chair,24,True
60,chair,25,True
60,chair,26,True
60,chair,27,True
60,chair,28,True
60,chair,29,True
60,chair,30,True
60,chair,31,False
60,chair,32,False
61,door,0,True
61,curtain,1,False
61,bookshelf,2,True
61,chair,3,True
62,door,0,True
62,door,1,False
62,door,2,True
62,cabinet,3,True
63,chair,0,True
63,chair,1,True
63,chair,2,True
63,chair,3,True
63,chair,4,True
63,chair,5,True
63,chair,6,True
63,chair,7,True
63,chair,8,True
63,chair,9,True
63,chair,10,False
63,chair,11,True
63,chair,12,True
63,chair,13,True
63,chair,14,True
63,chair,15,True
63,chair,16,True
63,chair,17,True
63,chair,18,True
63,chair,19,True
63,chair,20,True
63,chair,21,False
63,chair,22,True
63,chair,23,True
63,chair,24,True
63,chair,25,True
63,chair,26,True
63,cabinet,27,True
64,door,0,False
64,curtain,1,True
64,chair,2,True
64,chair,3,True
64,chair,4,True
65,desk,0,False
65,chair,1,True
65,chair,2,True
65,chair,3,True
65,chair,4,True
65,chair,5,True
65,chair,6,True
65,chair,7,True
65,chair,8,True
65,chair,9,True
66,cabinet,0,True
66,cabinet,1,False
66,cabinet,2,True
66,cabinet,3,True
66,counter,4,True
67,door,0,True
67,door,1,True
67,bathtub,2,True
68,chair,0,True
68,chair,1,True
68,desk,2,True
68,door,3,False
68,door,4,True
68,door,5,True
68,door,6,True
68,door,7,True
68,door,8,True
69,door,0,True
70,bed,0,True
70,desk,1,True
70,chair,2,True
70,cabinet,3,True
70,door,4,True
72,bookshelf,0,True
72,curtain,1,True
72,chair,2,False
72,bed,3,True
72,door,4,True
72,door,5,True
73,chair,0,True
73,chair,1,True
73,chair,2,True
73,bookshelf,3,True
73,cabinet,4,True
73,cabinet,5,True
73,door,6,False
73,door,7,True
73,desk,8,True
73,desk,9,True
74,chair,0,True
74,chair,1,True
74,chair,2,True
74,bookshelf,3,True
74,desk,4,True
74,door,5,True
74,cabinet,6,False
74,cabinet,7,True
75,cabinet,0,True
75,door,1,True
75,door,2,True
75,bathtub,3,False
76,chair,0,True
76,chair,1,True
76,chair,2,True
76,chair,3,True
76,chair,4,True
76,chair,5,True
76,chair,6,True
76,chair,7,True
76,chair,8,True
76,chair,9,True
76,chair,10,True
76,chair,11,True
77,chair,0,True
77,curtain,1,True
77,curtain,2,True
78,door,0,True
78,door,1,False
78,bed,2,True
78,bed,3,False
79,door,0,False
79,bed,1,True
79,bed,2,True
79,desk,3,True
79,desk,4,True
79,bookshelf,5,False
79,cabinet,6,False
79,chair,7,True
79,chair,8,True
80,desk,0,True
80,desk,1,True
80,desk,2,True
80,bookshelf,3,True
80,bookshelf,4,True
80,chair,5,True
80,chair,6,True
80,chair,7,True
80,chair,8,True
80,cabinet,9,True
80,cabinet,10,True
80,door,11,True
81,cabinet,0,True
81,cabinet,1,True
81,cabinet,2,False
81,chair,3,True
81,chair,4,True
81,chair,5,True
81,chair,6,True
81,chair,7,True
81,chair,8,True
81,chair,9,True
81,chair,10,True
81,chair,11,True
81,chair,12,True
81,chair,13,True
81,counter,14,True
81,door,15,True
81,door,16,True
82,door,0,True
82,door,1,True
82,door,2,False
82,door,3,True
82,curtain,4,True
82,cabinet,5,False
82,cabinet,6,True
83,desk,0,True
83,door,1,True
83,door,2,True
83,door,3,True
83,door,4,True
83,bed,5,True
83,chair,6,True
84,chair,0,True
84,chair,1,True
84,chair,2,True
84,chair,3,True
85,chair,0,True
85,chair,1,True
85,chair,2,True
85,chair,3,True
85,chair,4,True
85,chair,5,True
85,chair,6,True
85,chair,7,True
85,chair,8,True
86,chair,0,True
86,chair,1,True
86,chair,2,True
86,chair,3,True
86,chair,4,False
86,chair,5,False
86,cabinet,6,True
86,door,7,True
86,counter,8,True
87,counter,0,True
87,bathtub,1,True
87,door,2,True
87,door,3,True
89,chair,0,True
89,chair,1,True
89,chair,2,True
89,chair,3,True
89,chair,4,True
89,chair,5,True
89,chair,6,True
89,chair,7,True
89,chair,8,True
89,chair,9,True
89,chair,10,True
89,chair,11,True
89,chair,12,True
89,chair,13,False
89,chair,14,True
89,chair,15,False
89,door,16,True
90,bookshelf,0,False
90,bookshelf,1,True
90,bookshelf,2,True
90,bookshelf,3,False
90,bookshelf,4,False
90,chair,5,True
90,chair,6,True
90,chair,7,True
90,chair,8,True
90,chair,9,True
90,chair,10,True
90,chair,11,True
90,chair,12,False
90,chair,13,True
90,chair,14,True
90,chair,15,True
90,chair,16,True
90,chair,17,True
90,chair,18,True
90,chair,19,False
90,chair,20,True
90,door,21,True
90,door,22,False
91,chair,0,True
91,chair,1,True
91,chair,2,True
91,chair,3,False
91,chair,4,True
91,chair,5,True
91,chair,6,True
92,bed,0,False
92,bed,1,True
93,curtain,0,False
93,curtain,1,False
93,curtain,2,False
93,bed,3,True
93,cabinet,4,False
94,cabinet,0,True
94,cabinet,1,True
94,cabinet,2,True
94,chair,3,True
94,chair,4,True
94,chair,5,True
94,chair,6,True
94,chair,7,True
94,chair,8,True
94,counter,9,True
95,door,0,True
95,chair,1,True
95,chair,2,True
95,chair,3,True
95,chair,4,True
95,cabinet,5,True
95,cabinet,6,False
95,desk,7,True
95,desk,8,True
96,counter,0,True
96,cabinet,1,True
96,cabinet,2,True
96,cabinet,3,True
96,cabinet,4,True
96,chair,5,True
96,chair,6,True
96,chair,7,True
96,chair,8,True
97,chair,0,True
97,chair,1,True
97,chair,2,True
97,chair,3,True
97,chair,4,True
97,chair,5,True
97,chair,6,True
97,chair,7,True
97,chair,8,True
97,chair,9,False
97,chair,10,True
97,chair,11,True
97,chair,12,True
97,chair,13,True
97,chair,14,False
97,chair,15,False
97,chair,16,True
97,chair,17,True
97,chair,18,True
97,chair,19,True
97,chair,20,True
97,chair,21,True
97,chair,22,True
97,chair,23,True
97,chair,24,True
97,cabinet,25,True
97,cabinet,26,True
97,door,27,True
98,desk,0,True
98,bookshelf,1,True
98,chair,2,True
98,chair,3,True
98,chair,4,True
98,chair,5,True
98,door,6,True
99,chair,0,True
99,chair,1,True
99,chair,2,True
99,chair,3,True
99,door,4,True
101,chair,0,True
101,chair,1,True
101,desk,2,True
101,door,3,True
101,door,4,True
101,door,5,False
101,door,6,True
101,door,7,True
101,door,8,True
102,bed,0,True
102,bookshelf,1,True
102,curtain,2,True
102,cabinet,3,False
102,chair,4,False
102,door,5,True
102,door,6,True
103,bed,0,True
103,bed,1,True
103,door,2,True
103,door,3,True
103,door,4,False
103,door,5,True
103,chair,6,True
103,chair,7,True
103,desk,8,True
103,desk,9,True
104,chair,0,True
104,chair,1,True
104,chair,2,True
104,chair,3,True
104,desk,4,True
104,door,5,True
105,chair,0,True
105,chair,1,True
105,door,2,True
105,door,3,True
106,cabinet,0,True
106,bathtub,1,True
106,door,2,True
106,door,3,False
107,door,0,True
107,door,1,True
108,door,0,True
108,door,1,True
108,door,2,True
109,chair,0,True
109,chair,1,True
109,chair,2,True
109,chair,3,True
109,chair,4,True
109,chair,5,True
109,chair,6,True
109,chair,7,True
109,chair,8,True
109,desk,9,False
110,chair,0,True
110,chair,1,True
110,chair,2,True
110,chair,3,True
110,door,4,True
112,bookshelf,0,True
112,chair,1,True
112,chair,2,True
112,chair,3,True
112,chair,4,True
112,chair,5,True
112,chair,6,True
113,door,0,True
114,chair,0,False
114,chair,1,False
114,chair,2,False
114,chair,3,False
114,bookshelf,4,True
114,curtain,5,True
115,door,0,True
115,door,1,True
116,chair,0,True
116,chair,1,True
116,chair,2,True
116,door,3,False
116,door,4,True
116,bed,5,True
116,desk,6,True
117,chair,0,True
117,chair,1,True
117,chair,2,True
117,chair,3,True
117,chair,4,True
117,chair,5,True
117,chair,6,True
117,chair,7,True
117,chair,8,True
117,chair,9,True
117,chair,10,True
117,chair,11,True
117,chair,12,True
117,chair,13,True
117,chair,14,True
117,chair,15,True
117,chair,16,True
117,chair,17,True
117,chair,18,True
117,chair,19,True
117,chair,20,False
117,chair,21,True
117,door,22,True
118,cabinet,0,True
118,bathtub,1,True
118,door,2,True
118,door,3,False
119,chair,0,True
119,chair,1,True
119,chair,2,True
119,chair,3,True
119,desk,4,True
119,cabinet,5,True
120,chair,0,True
120,chair,1,True
121,chair,0,True
121,chair,1,True
121,chair,2,True
121,chair,3,True
121,chair,4,True
121,chair,5,True
121,chair,6,True
121,chair,7,True
121,chair,8,True
121,chair,9,True
121,chair,10,True
121,chair,11,True
121,chair,12,True
121,chair,13,True
121,chair,14,True
122,chair,0,True
123,bookshelf,0,True
123,bookshelf,1,True
123,chair,2,True
123,chair,3,True
123,door,4,True
124,chair,0,True
124,chair,1,True
124,chair,2,True
124,chair,3,True
124,chair,4,True
125,chair,0,True
125,chair,1,True
125,cabinet,2,True
125,cabinet,3,False
125,cabinet,4,True
125,cabinet,5,False
125,cabinet,6,True
125,door,7,True
125,desk,8,True
125,desk,9,True
126,chair,0,True
126,chair,1,True
126,chair,2,True
126,chair,3,True
126,chair,4,True
126,chair,5,True
126,chair,6,True
126,chair,7,True
126,chair,8,True
126,chair,9,True
126,chair,10,True
126,chair,11,True
126,chair,12,True
126,chair,13,True
126,chair,14,True
126,chair,15,True
126,chair,16,False
126,chair,17,True
126,chair,18,True
126,door,19,False
127,chair,0,True
127,chair,1,True
127,chair,2,True
127,chair,3,True
127,chair,4,True
127,chair,5,True
127,chair,6,True
127,chair,7,True
127,chair,8,True
127,chair,9,True
127,chair,10,True
127,chair,11,True
127,chair,12,False
127,chair,13,True
127,chair,14,True
127,chair,15,True
127,chair,16,True
127,chair,17,True
127,chair,18,True
127,chair,19,True
127,chair,20,True
127,chair,21,True
127,chair,22,True
127,chair,23,True
127,chair,24,True
127,chair,25,True
127,chair,26,True
128,chair,0,True
128,door,1,False
128,door,2,False
129,chair,0,True
129,chair,1,True
129,chair,2,True
129,chair,3,True
129,chair,4,True
129,chair,5,True
129,chair,6,True
129,chair,7,True
129,chair,8,True
129,chair,9,True
129,door,10,True
130,bathtub,0,True
130,cabinet,1,True
130,door,2,True
130,door,3,False
130,door,4,True
132,door,0,True
132,door,1,True
132,cabinet,2,False
132,bathtub,3,True
133,chair,0,True
133,chair,1,True
133,chair,2,True
133,chair,3,True
133,chair,4,True
133,chair,5,True
133,chair,6,True
133,chair,7,True
133,chair,8,True
133,chair,9,True
133,counter,10,True
133,cabinet,11,False
133,cabinet,12,False
133,cabinet,13,True
133,door,14,True
134,door,0,False
134,door,1,True
134,door,2,True
134,door,3,False
134,door,4,True
134,door,5,True
134,door,6,False
134,door,7,True
134,chair,8,True
134,chair,9,True
134,chair,10,True
134,cabinet,11,False
134,cabinet,12,False
135,bookshelf,0,True
135,chair,1,True
135,chair,2,True
135,door,3,True
135,door,4,False
135,door,5,True
136,chair,0,True
136,chair,1,True
136,cabinet,2,True
136,cabinet,3,True
136,cabinet,4,False
136,cabinet,5,True
136,cabinet,6,False
136,desk,7,True
136,desk,8,True
136,door,9,True
136,bookshelf,10,True
138,chair,0,True
138,chair,1,True
138,chair,2,True
138,door,3,True
138,door,4,True
138,door,5,True
138,cabinet,6,False
138,counter,7,False
139,door,0,False
139,door,1,True
139,door,2,True
139,door,3,False
139,desk,4,False
139,curtain,5,True
139,curtain,6,False
139,curtain,7,False
139,bathtub,8,True
139,bed,9,True
139,bed,10,True
139,chair,11,True
139,chair,12,True
139,chair,13,True
139,cabinet,14,True
139,cabinet,15,True
140,door,0,True
140,desk,1,True
140,desk,2,True
140,chair,3,True
140,chair,4,True
140,cabinet,5,True
140,cabinet,6,True
140,cabinet,7,True
140,cabinet,8,True
141,curtain,0,False
141,bed,1,True
141,bed,2,True
141,chair,3,True
141,chair,4,True
141,chair,5,True
141,door,6,False
141,door,7,True
141,bookshelf,8,True
142,chair,0,True
142,chair,1,True
142,chair,2,True
142,chair,3,True
142,door,4,True
143,desk,0,True
143,chair,1,False
143,cabinet,2,True
143,door,3,True
143,bed,4,True
144,door,0,True
144,door,1,True
144,chair,2,True
144,chair,3,True
144,chair,4,True
144,desk,5,False
144,bed,6,True
145,desk,0,True
145,desk,1,True
145,chair,2,True
145,chair,3,True
145,chair,4,True
145,cabinet,5,True
145,cabinet,6,True
145,cabinet,7,False
145,door,8,True
146,chair,0,True
146,chair,1,True
146,chair,2,True
146,chair,3,False
146,chair,4,True
146,chair,5,True
146,chair,6,True
146,chair,7,True
146,chair,8,True
146,chair,9,True
146,chair,10,True
146,chair,11,True
146,chair,12,True
146,chair,13,True
146,chair,14,True
146,chair,15,True
146,chair,16,True
146,chair,17,False
146,chair,18,True
146,chair,19,True
146,chair,20,True
146,chair,21,True
147,cabinet,0,True
147,cabinet,1,False
147,door,2,True
147,bathtub,3,True
148,cabinet,0,False
148,chair,1,True
148,chair,2,True
148,chair,3,True
148,chair,4,True
148,desk,5,True
148,desk,6,True
148,bookshelf,7,True
149,door,0,True
149,counter,1,False
150,chair,0,True
150,chair,1,True
150,chair,2,True
150,chair,3,True
150,cabinet,4,True
150,desk,5,True
150,desk,6,True
150,door,7,True
150,door,8,True
150,door,9,False
150,door,10,True
151,chair,0,True
151,bed,1,True
151,door,2,True
151,desk,3,True
151,curtain,4,True
152,door,0,True
152,door,1,True
152,door,2,True
152,door,3,True
152,door,4,True
152,door,5,True
155,counter,0,True
155,cabinet,1,True
155,cabinet,2,False
155,cabinet,3,True
155,door,4,False
156,chair,0,True
156,chair,1,True
156,chair,2,True
156,chair,3,True
156,chair,4,False
156,chair,5,True
156,chair,6,True
156,chair,7,False
156,chair,8,True
156,chair,9,True
156,chair,10,True
156,chair,11,True
156,chair,12,False
156,chair,13,True
156,chair,14,True
156,chair,15,True
156,chair,16,True
156,chair,17,True
156,chair,18,True
156,chair,19,False
156,chair,20,True
156,chair,21,False
156,chair,22,False
156,chair,23,True
156,chair,24,True
156,chair,25,True
156,chair,26,True
156,chair,27,True
156,chair,28,True
156,chair,29,True
156,chair,30,True
156,chair,31,True
156,chair,32,True
156,chair,33,True
156,chair,34,True
156,chair,35,False
156,chair,36,True
156,chair,37,True
156,chair,38,True
156,door,39,False
157,chair,0,True
157,chair,1,True
157,chair,2,True
157,bookshelf,3,False
157,bookshelf,4,True
157,bookshelf,5,True
158,counter,0,True
158,bed,1,True
158,door,2,True
158,door,3,True
158,door,4,True
158,cabinet,5,True
158,cabinet,6,True
158,cabinet,7,True
158,bathtub,8,True
158,chair,9,True
159,door,0,False
160,chair,0,True
160,chair,1,True
160,chair,2,True
160,chair,3,False
160,desk,4,True
160,cabinet,5,True
160,door,6,True
161,door,0,True
161,door,1,True
161,curtain,2,True
161,chair,3,True
161,bed,4,True
161,desk,5,True
162,bookshelf,0,True
162,bookshelf,1,True
162,bookshelf,2,False
162,bookshelf,3,False
162,bookshelf,4,False
162,bookshelf,5,False
162,door,6,True
162,door,7,True
162,chair,8,True
162,chair,9,True
162,chair,10,True
162,chair,11,True
162,chair,12,True
162,chair,13,True
162,chair,14,True
162,chair,15,True
162,chair,16,True
162,chair,17,True
162,chair,18,True
162,chair,19,True
162,chair,20,True
162,chair,21,False
162,chair,22,True
162,chair,23,True
162,chair,24,True
163,chair,0,True
163,chair,1,True
163,chair,2,True
163,chair,3,True
164,chair,0,True
164,chair,1,True
164,chair,2,True
164,chair,3,False
164,chair,4,True
164,chair,5,True
164,chair,6,True
164,chair,7,True
164,chair,8,True
164,chair,9,True
164,chair,10,True
164,chair,11,True
164,chair,12,True
164,chair,13,True
164,chair,14,False
164,chair,15,True
164,chair,16,True
164,chair,17,False
164,chair,18,True
164,door,19,True
164,door,20,True
165,door,0,True
165,door,1,True
165,chair,2,True
165,chair,3,True
165,chair,4,True
165,desk,5,True
165,bed,6,True
166,chair,0,True
166,chair,1,True
166,chair,2,True
166,chair,3,True
166,chair,4,True
166,chair,5,True
166,chair,6,True
166,chair,7,True
166,chair,8,True
166,chair,9,True
166,chair,10,True
166,chair,11,True
166,chair,12,True
166,chair,13,True
167,chair,0,True
167,chair,1,True
167,bed,2,True
167,cabinet,3,True
167,door,4,False
167,door,5,True
167,curtain,6,True
168,chair,0,True
168,chair,1,True
168,chair,2,True
168,chair,3,True
168,chair,4,True
168,chair,5,True
168,chair,6,True
168,chair,7,True
168,chair,8,True
168,chair,9,True
168,chair,10,True
168,chair,11,True
168,chair,12,True
168,chair,13,True
168,chair,14,True
168,chair,15,True
168,chair,16,False
168,cabinet,17,True
169,chair,0,True
169,chair,1,True
169,chair,2,True
169,chair,3,True
169,chair,4,True
169,chair,5,True
169,chair,6,True
169,cabinet,7,True
169,cabinet,8,True
169,cabinet,9,True
169,counter,10,True
