,img_id,scan_name,classname,gt_bbox_index,pred_bbox_index
173,8,scene0030_00,bookshelf,31,
174,8,scene0030_00,window,20,
175,8,scene0030_00,window,21,
176,8,scene0030_00,window,30,
177,8,scene0030_00,table,22,969.0
178,8,scene0030_00,table,23,
179,8,scene0030_00,table,24,917.0
180,8,scene0030_00,table,25,935.0
181,8,scene0030_00,table,26,
182,8,scene0030_00,door,28,502.0
183,8,scene0030_00,door,32,502.0
184,8,scene0030_00,otherfurniture,29,589.0
185,9,scene0030_01,bookshelf,0,179.0
186,9,scene0030_01,bookshelf,1,141.0
187,9,scene0030_01,bookshelf,2,
188,9,scene0030_01,bookshelf,18,
189,9,scene0030_01,bookshelf,19,179.0
190,9,scene0030_01,chair,3,278.0
191,9,scene0030_01,chair,4,267.0
192,9,scene0030_01,chair,5,254.0
193,9,scene0030_01,chair,6,285.0
194,9,scene0030_01,chair,7,264.0
195,9,scene0030_01,chair,13,259.0
196,9,scene0030_01,chair,14,253.0
197,9,scene0030_01,chair,15,279.0
198,9,scene0030_01,chair,23,266.0
199,9,scene0030_01,chair,24,291.0
200,9,scene0030_01,chair,25,282.0
201,9,scene0030_01,chair,26,
202,9,scene0030_01,chair,27,308.0
203,9,scene0030_01,chair,28,
204,9,scene0030_01,chair,30,
205,9,scene0030_01,chair,31,271.0
206,9,scene0030_01,door,8,500.0
207,9,scene0030_01,door,17,
208,9,scene0030_01,table,9,942.0
209,9,scene0030_01,table,10,
210,9,scene0030_01,table,11,
211,9,scene0030_01,table,12,989.0
212,9,scene0030_01,table,29,
213,9,scene0030_01,otherfurniture,16,566.0
214,9,scene0030_01,window,20,
215,9,scene0030_01,window,21,
216,9,scene0030_01,window,22,1063.0
217,10,scene0030_02,table,0,1013.0
218,10,scene0030_02,table,1,
219,10,scene0030_02,table,13,
220,10,scene0030_02,table,14,
221,10,scene0030_02,table,33,1026.0
222,10,scene0030_02,table,34,1044.0
223,10,scene0030_02,otherfurniture,2,642.0
224,10,scene0030_02,bookshelf,3,147.0
225,10,scene0030_02,bookshelf,6,
226,10,scene0030_02,bookshelf,7,
227,10,scene0030_02,bookshelf,8,
228,10,scene0030_02,bookshelf,12,
229,10,scene0030_02,bookshelf,32,
230,10,scene0030_02,door,4,537.0
231,10,scene0030_02,door,5,537.0
232,10,scene0030_02,window,9,
233,10,scene0030_02,window,10,
234,10,scene0030_02,window,11,1127.0
235,10,scene0030_02,chair,15,319.0
236,10,scene0030_02,chair,16,303.0
237,10,scene0030_02,chair,17,285.0
238,10,scene0030_02,chair,18,320.0
239,10,scene0030_02,chair,19,288.0
240,10,scene0030_02,chair,20,328.0
241,10,scene0030_02,chair,21,
242,10,scene0030_02,chair,22,304.0
243,10,scene0030_02,chair,23,316.0
244,10,scene0030_02,chair,24,311.0
245,10,scene0030_02,chair,25,271.0
246,10,scene0030_02,chair,26,295.0
247,10,scene0030_02,chair,27,302.0
248,10,scene0030_02,chair,28,294.0
249,10,scene0030_02,chair,29,280.0
250,10,scene0030_02,chair,30,329.0
251,10,scene0030_02,chair,31,315.0
252,11,scene0046_00,picture,0,
253,11,scene0046_00,chair,1,192.0
254,11,scene0046_00,bathtub,2,3.0
255,11,scene0046_00,bed,3,69.0
256,11,scene0046_00,otherfurniture,4,428.0
257,11,scene0046_00,otherfurniture,6,
258,11,scene0046_00,desk,5,375.0
259,11,scene0046_00,table,7,747.0
260,11,scene0046_00,door,8,404.0
261,11,scene0046_00,door,9,
262,11,scene0046_00,door,10,401.0
263,11,scene0046_00,toilet,11,760.0
264,11,scene0046_00,sink,12,622.0
265,11,scene0046_00,showercurtain,13,596.0
266,11,scene0046_00,curtain,14,308.0
267,12,scene0046_01,curtain,0,312.0
268,12,scene0046_01,showercurtain,1,667.0
269,12,scene0046_01,table,2,799.0
270,12,scene0046_01,toilet,3,835.0
271,12,scene0046_01,otherfurniture,4,474.0
272,12,scene0046_01,otherfurniture,10,490.0
273,12,scene0046_01,otherfurniture,13,
274,12,scene0046_01,bed,5,86.0
275,12,scene0046_01,chair,6,222.0
276,12,scene0046_01,bathtub,7,36.0
277,12,scene0046_01,sink,8,702.0
278,12,scene0046_01,door,9,455.0
279,12,scene0046_01,door,11,463.0
280,12,scene0046_01,door,12,440.0
281,13,scene0046_02,otherfurniture,0,
282,13,scene0046_02,otherfurniture,9,475.0
283,13,scene0046_02,desk,1,369.0
284,13,scene0046_02,curtain,2,295.0
285,13,scene0046_02,curtain,3,328.0
286,13,scene0046_02,sink,4,
287,13,scene0046_02,cabinet,5,171.0
288,13,scene0046_02,bed,6,48.0
289,13,scene0046_02,bathtub,7,34.0
290,13,scene0046_02,chair,8,208.0
291,13,scene0046_02,toilet,10,800.0
292,13,scene0046_02,door,11,394.0
293,13,scene0046_02,door,12,420.0
294,13,scene0046_02,door,13,
295,14,scene0050_00,otherfurniture,0,
296,14,scene0050_00,otherfurniture,1,487.0
297,14,scene0050_00,otherfurniture,8,441.0
298,14,scene0050_00,otherfurniture,9,470.0
299,14,scene0050_00,otherfurniture,11,
300,14,scene0050_00,chair,2,241.0
301,14,scene0050_00,chair,3,230.0
302,14,scene0050_00,desk,4,348.0
303,14,scene0050_00,door,5,412.0
304,14,scene0050_00,door,6,
305,14,scene0050_00,door,7,
306,14,scene0050_00,door,12,434.0
307,14,scene0050_00,door,13,422.0
308,14,scene0050_00,door,14,
309,14,scene0050_00,sofa,10,722.0
310,15,scene0050_01,sofa,0,835.0
311,15,scene0050_01,otherfurniture,1,533.0
312,15,scene0050_01,otherfurniture,7,550.0
313,15,scene0050_01,otherfurniture,8,549.0
314,15,scene0050_01,door,2,449.0
315,15,scene0050_01,door,4,448.0
316,15,scene0050_01,door,5,451.0
317,15,scene0050_01,door,10,496.0
318,15,scene0050_01,door,11,496.0
319,15,scene0050_01,door,12,451.0
320,15,scene0050_01,chair,3,266.0
321,15,scene0050_01,chair,9,231.0
322,15,scene0050_01,desk,6,397.0
323,16,scene0050_02,chair,0,251.0
324,16,scene0050_02,chair,1,286.0
325,16,scene0050_02,desk,2,457.0
326,16,scene0050_02,otherfurniture,3,528.0
327,16,scene0050_02,otherfurniture,10,
328,16,scene0050_02,otherfurniture,12,536.0
329,16,scene0050_02,otherfurniture,13,
330,16,scene0050_02,sofa,4,848.0
331,16,scene0050_02,refrigerator,5,
332,16,scene0050_02,door,6,
333,16,scene0050_02,door,7,489.0
334,16,scene0050_02,door,8,504.0
335,16,scene0050_02,door,11,481.0
336,16,scene0050_02,door,14,504.0
337,16,scene0050_02,door,15,489.0
338,16,scene0050_02,table,9,886.0
339,17,scene0063_00,chair,0,200.0
340,17,scene0063_00,chair,1,194.0
341,17,scene0063_00,chair,2,195.0
342,17,scene0063_00,chair,3,221.0
343,17,scene0063_00,cabinet,4,169.0
344,17,scene0063_00,cabinet,5,185.0
345,17,scene0063_00,cabinet,9,
346,17,scene0063_00,door,6,399.0
347,17,scene0063_00,table,7,748.0
348,17,scene0063_00,refrigerator,8,546.0
349,17,scene0063_00,counter,10,257.0
350,18,scene0064_00,bookshelf,0,
351,18,scene0064_00,bookshelf,8,72.0
352,18,scene0064_00,table,1,437.0
353,18,scene0064_00,table,2,458.0
354,18,scene0064_00,sofa,3,415.0
355,18,scene0064_00,sofa,4,417.0
356,18,scene0064_00,chair,5,137.0
357,18,scene0064_00,chair,6,141.0
358,18,scene0064_00,door,7,232.0
359,19,scene0064_01,bookshelf,0,70.0
360,19,scene0064_01,bookshelf,1,95.0
361,19,scene0064_01,table,2,510.0
362,19,scene0064_01,table,3,502.0
363,19,scene0064_01,chair,4,130.0
364,19,scene0064_01,chair,5,136.0
365,19,scene0064_01,chair,6,152.0
366,19,scene0064_01,chair,7,153.0
367,19,scene0064_01,door,8,284.0
368,20,scene0077_00,window,0,
369,20,scene0077_00,cabinet,1,152.0
370,20,scene0077_00,otherfurniture,2,479.0
371,20,scene0077_00,otherfurniture,5,462.0
372,20,scene0077_00,door,3,424.0
373,20,scene0077_00,door,4,
374,20,scene0077_00,door,6,
375,20,scene0077_00,door,9,447.0
376,20,scene0077_00,counter,7,
377,20,scene0077_00,table,8,
378,21,scene0077_01,otherfurniture,0,355.0
379,21,scene0077_01,otherfurniture,2,363.0
380,21,scene0077_01,door,1,332.0
381,21,scene0077_01,door,5,316.0
382,21,scene0077_01,door,6,
383,21,scene0077_01,counter,3,193.0
384,21,scene0077_01,table,4,560.0
385,21,scene0077_01,window,7,658.0
386,21,scene0077_01,cabinet,8,144.0
387,22,scene0081_00,sofa,0,355.0
388,22,scene0081_00,sofa,6,343.0
389,22,scene0081_00,sofa,7,338.0
390,22,scene0081_00,otherfurniture,1,226.0
391,22,scene0081_00,otherfurniture,2,229.0
392,22,scene0081_00,table,3,369.0
393,22,scene0081_00,table,4,374.0
394,22,scene0081_00,table,5,383.0
395,23,scene0081_01,chair,0,299.0
396,23,scene0081_01,chair,1,296.0
397,23,scene0081_01,chair,2,297.0
398,23,scene0081_01,chair,3,
399,23,scene0081_01,chair,4,282.0
400,23,scene0081_01,chair,5,319.0
401,23,scene0081_01,chair,6,280.0
402,23,scene0081_01,chair,7,286.0
403,23,scene0081_01,chair,8,285.0
404,23,scene0081_01,chair,9,317.0
405,23,scene0081_01,chair,10,
406,23,scene0081_01,chair,11,289.0
407,23,scene0081_01,chair,12,
408,23,scene0081_01,chair,13,339.0
409,23,scene0081_01,chair,14,
410,23,scene0081_01,chair,23,281.0
411,23,scene0081_01,chair,24,304.0
412,23,scene0081_01,chair,25,334.0
413,23,scene0081_01,chair,26,306.0
414,23,scene0081_01,chair,27,328.0
415,23,scene0081_01,chair,28,279.0
416,23,scene0081_01,chair,29,344.0
417,23,scene0081_01,chair,30,329.0
418,23,scene0081_01,chair,31,318.0
419,23,scene0081_01,chair,32,312.0
420,23,scene0081_01,chair,33,278.0
421,23,scene0081_01,table,15,1052.0
422,23,scene0081_01,table,16,1079.0
423,23,scene0081_01,table,17,
424,23,scene0081_01,table,18,1068.0
425,23,scene0081_01,table,19,1042.0
426,23,scene0081_01,table,20,1101.0
427,23,scene0081_01,table,21,1086.0
428,23,scene0081_01,table,22,1091.0
429,24,scene0081_02,table,0,937.0
430,24,scene0081_02,table,1,950.0
431,24,scene0081_02,table,2,975.0
432,24,scene0081_02,table,3,969.0
433,24,scene0081_02,table,4,959.0
434,24,scene0081_02,table,5,963.0
435,24,scene0081_02,table,32,951.0
436,24,scene0081_02,chair,6,268.0
437,24,scene0081_02,chair,7,303.0
438,24,scene0081_02,chair,8,300.0
439,24,scene0081_02,chair,9,281.0
440,24,scene0081_02,chair,10,258.0
441,24,scene0081_02,chair,11,273.0
442,24,scene0081_02,chair,12,302.0
443,24,scene0081_02,chair,13,284.0
444,24,scene0081_02,chair,14,254.0
445,24,scene0081_02,chair,15,251.0
446,24,scene0081_02,chair,16,259.0
447,24,scene0081_02,chair,17,290.0
448,24,scene0081_02,chair,18,275.0
449,24,scene0081_02,chair,19,286.0
450,24,scene0081_02,chair,20,253.0
451,24,scene0081_02,chair,21,269.0
452,24,scene0081_02,chair,22,245.0
453,24,scene0081_02,chair,23,272.0
454,24,scene0081_02,chair,24,295.0
455,24,scene0081_02,chair,25,250.0
456,24,scene0081_02,chair,26,
457,24,scene0081_02,chair,27,249.0
458,24,scene0081_02,chair,28,270.0
459,24,scene0081_02,chair,29,244.0
460,24,scene0081_02,chair,30,257.0
461,24,scene0081_02,chair,31,255.0
462,24,scene0081_02,chair,33,274.0
463,25,scene0084_00,otherfurniture,0,364.0
464,25,scene0084_00,otherfurniture,6,367.0
465,25,scene0084_00,otherfurniture,7,
466,25,scene0084_00,otherfurniture,8,369.0
467,25,scene0084_00,otherfurniture,10,375.0
468,25,scene0084_00,door,1,357.0
469,25,scene0084_00,door,4,357.0
470,25,scene0084_00,showercurtain,2,508.0
471,25,scene0084_00,toilet,3,643.0
472,25,scene0084_00,sink,5,554.0
473,25,scene0084_00,counter,9,212.0
474,25,scene0084_00,window,11,705.0
475,26,scene0084_01,counter,0,
476,26,scene0084_01,showercurtain,1,574.0
477,26,scene0084_01,showercurtain,10,
478,26,scene0084_01,toilet,2,755.0
479,26,scene0084_01,otherfurniture,3,444.0
480,26,scene0084_01,otherfurniture,5,420.0
481,26,scene0084_01,otherfurniture,7,423.0
482,26,scene0084_01,otherfurniture,8,424.0
483,26,scene0084_01,otherfurniture,11,
484,26,scene0084_01,door,4,391.0
485,26,scene0084_01,door,9,391.0
486,26,scene0084_01,sink,6,585.0
487,26,scene0084_01,window,12,766.0
488,27,scene0084_02,toilet,0,659.0
489,27,scene0084_02,otherfurniture,1,
490,27,scene0084_02,otherfurniture,5,351.0
491,27,scene0084_02,otherfurniture,6,
492,27,scene0084_02,otherfurniture,8,367.0
493,27,scene0084_02,otherfurniture,10,363.0
494,27,scene0084_02,counter,2,233.0
495,27,scene0084_02,showercurtain,3,482.0
496,27,scene0084_02,window,4,
497,27,scene0084_02,door,7,314.0
498,27,scene0084_02,door,11,314.0
499,27,scene0084_02,sink,9,545.0
500,28,scene0086_00,toilet,0,850.0
501,28,scene0086_00,toilet,1,878.0
502,28,scene0086_00,door,2,426.0
503,28,scene0086_00,door,3,
504,28,scene0086_00,door,4,448.0
505,28,scene0086_00,door,10,
506,28,scene0086_00,door,11,426.0
507,28,scene0086_00,door,12,445.0
508,28,scene0086_00,window,5,919.0
509,28,scene0086_00,otherfurniture,6,504.0
510,28,scene0086_00,otherfurniture,7,
511,28,scene0086_00,sink,8,676.0
512,28,scene0086_00,sink,9,723.0
513,29,scene0086_01,door,0,375.0
514,29,scene0086_01,door,1,350.0
515,29,scene0086_01,door,3,382.0
516,29,scene0086_01,door,9,384.0
517,29,scene0086_01,door,10,375.0
518,29,scene0086_01,door,11,350.0
519,29,scene0086_01,otherfurniture,2,422.0
520,29,scene0086_01,otherfurniture,4,
521,29,scene0086_01,toilet,5,713.0
522,29,scene0086_01,toilet,8,703.0
523,29,scene0086_01,sink,6,564.0
524,29,scene0086_01,sink,7,585.0
525,29,scene0086_01,window,12,744.0
526,30,scene0086_02,door,0,392.0
527,30,scene0086_02,door,1,401.0
528,30,scene0086_02,door,2,421.0
529,30,scene0086_02,door,3,386.0
530,30,scene0086_02,door,6,421.0
531,30,scene0086_02,door,10,392.0
532,30,scene0086_02,toilet,4,775.0
533,30,scene0086_02,toilet,5,781.0
534,30,scene0086_02,sink,7,647.0
535,30,scene0086_02,sink,9,
536,30,scene0086_02,otherfurniture,8,437.0
537,30,scene0086_02,window,11,819.0
538,31,scene0088_00,chair,0,272.0
539,31,scene0088_00,chair,1,308.0
540,31,scene0088_00,chair,2,289.0
541,31,scene0088_00,chair,3,283.0
542,31,scene0088_00,chair,4,265.0
543,31,scene0088_00,chair,5,288.0
544,31,scene0088_00,chair,6,266.0
545,31,scene0088_00,chair,7,302.0
546,31,scene0088_00,chair,8,306.0
547,31,scene0088_00,chair,9,287.0
548,31,scene0088_00,chair,10,311.0
549,31,scene0088_00,chair,11,286.0
550,31,scene0088_00,chair,12,285.0
551,31,scene0088_00,chair,13,305.0
552,31,scene0088_00,chair,14,278.0
553,31,scene0088_00,chair,15,292.0
554,31,scene0088_00,chair,16,279.0
555,31,scene0088_00,chair,17,275.0
556,31,scene0088_00,chair,18,291.0
557,31,scene0088_00,chair,19,292.0
558,31,scene0088_00,chair,20,
559,31,scene0088_00,chair,21,281.0
560,31,scene0088_00,chair,22,296.0
561,31,scene0088_00,chair,23,264.0
562,31,scene0088_00,chair,26,307.0
563,31,scene0088_00,table,24,
564,31,scene0088_00,window,25,1126.0
565,31,scene0088_00,otherfurniture,27,589.0
566,31,scene0088_00,door,28,557.0
567,31,scene0088_00,door,29,
568,32,scene0088_01,chair,0,216.0
569,32,scene0088_01,chair,1,214.0
570,32,scene0088_01,chair,4,231.0
571,32,scene0088_01,chair,5,247.0
572,32,scene0088_01,chair,7,211.0
573,32,scene0088_01,chair,8,211.0
574,32,scene0088_01,chair,9,
575,32,scene0088_01,chair,10,248.0
576,32,scene0088_01,chair,11,204.0
577,32,scene0088_01,chair,12,215.0
578,32,scene0088_01,chair,16,222.0
579,32,scene0088_01,chair,17,236.0
580,32,scene0088_01,chair,18,218.0
581,32,scene0088_01,chair,19,217.0
582,32,scene0088_01,chair,20,201.0
583,32,scene0088_01,chair,21,227.0
584,32,scene0088_01,chair,22,245.0
585,32,scene0088_01,chair,23,
586,32,scene0088_01,table,2,
587,32,scene0088_01,table,3,
588,32,scene0088_01,window,6,
589,32,scene0088_01,window,14,853.0
590,32,scene0088_01,door,13,435.0
591,32,scene0088_01,otherfurniture,15,496.0
592,33,scene0088_02,otherfurniture,0,563.0
593,33,scene0088_02,cabinet,1,194.0
594,33,scene0088_02,window,2,
595,33,scene0088_02,window,3,
596,33,scene0088_02,window,29,1064.0
597,33,scene0088_02,chair,4,278.0
598,33,scene0088_02,chair,5,273.0
599,33,scene0088_02,chair,6,302.0
600,33,scene0088_02,chair,7,266.0
601,33,scene0088_02,chair,8,269.0
602,33,scene0088_02,chair,9,284.0
603,33,scene0088_02,chair,10,
604,33,scene0088_02,chair,11,250.0
605,33,scene0088_02,chair,12,303.0
606,33,scene0088_02,chair,13,287.0
607,33,scene0088_02,chair,14,287.0
608,33,scene0088_02,chair,15,257.0
609,33,scene0088_02,chair,16,260.0
610,33,scene0088_02,chair,17,
611,33,scene0088_02,chair,18,301.0
612,33,scene0088_02,chair,19,270.0
613,33,scene0088_02,chair,20,252.0
614,33,scene0088_02,chair,21,297.0
615,33,scene0088_02,chair,22,290.0
616,33,scene0088_02,chair,23,275.0
617,33,scene0088_02,chair,24,251.0
618,33,scene0088_02,chair,25,265.0
619,33,scene0088_02,chair,26,259.0
620,33,scene0088_02,chair,27,264.0
621,33,scene0088_02,table,28,
622,33,scene0088_02,door,30,538.0
623,34,scene0088_03,table,0,
624,34,scene0088_03,chair,1,242.0
625,34,scene0088_03,chair,2,275.0
626,34,scene0088_03,chair,3,233.0
627,34,scene0088_03,chair,4,239.0
628,34,scene0088_03,chair,5,230.0
629,34,scene0088_03,chair,6,248.0
630,34,scene0088_03,chair,7,267.0
631,34,scene0088_03,chair,8,238.0
632,34,scene0088_03,chair,9,251.0
633,34,scene0088_03,chair,10,259.0
634,34,scene0088_03,chair,11,254.0
635,34,scene0088_03,chair,12,253.0
636,34,scene0088_03,chair,13,264.0
637,34,scene0088_03,chair,14,269.0
638,34,scene0088_03,chair,15,243.0
639,34,scene0088_03,chair,16,256.0
640,34,scene0088_03,chair,17,226.0
641,34,scene0088_03,chair,18,228.0
642,34,scene0088_03,chair,19,236.0
643,34,scene0088_03,chair,22,268.0
644,34,scene0088_03,chair,23,234.0
645,34,scene0088_03,chair,24,246.0
646,34,scene0088_03,door,20,469.0
647,34,scene0088_03,window,21,
648,35,scene0095_00,chair,0,312.0
649,35,scene0095_00,chair,1,311.0
650,35,scene0095_00,chair,2,280.0
651,35,scene0095_00,chair,3,274.0
652,35,scene0095_00,chair,4,277.0
653,35,scene0095_00,chair,7,271.0
654,35,scene0095_00,chair,8,304.0
655,35,scene0095_00,chair,9,270.0
656,35,scene0095_00,chair,10,
657,35,scene0095_00,chair,11,252.0
658,35,scene0095_00,chair,12,306.0
659,35,scene0095_00,chair,13,260.0
660,35,scene0095_00,chair,14,286.0
661,35,scene0095_00,chair,15,
662,35,scene0095_00,chair,16,275.0
663,35,scene0095_00,chair,17,
664,35,scene0095_00,cabinet,5,210.0
665,35,scene0095_00,table,6,951.0
666,35,scene0095_00,window,18,1117.0
667,35,scene0095_00,window,19,1114.0
668,35,scene0095_00,otherfurniture,20,
669,35,scene0095_00,door,21,514.0
670,36,scene0095_01,otherfurniture,0,510.0
671,36,scene0095_01,chair,1,231.0
672,36,scene0095_01,chair,2,254.0
673,36,scene0095_01,chair,3,267.0
674,36,scene0095_01,chair,4,224.0
675,36,scene0095_01,chair,5,234.0
676,36,scene0095_01,chair,6,233.0
677,36,scene0095_01,chair,7,277.0
678,36,scene0095_01,chair,8,
679,36,scene0095_01,chair,9,238.0
680,36,scene0095_01,chair,10,279.0
681,36,scene0095_01,chair,11,243.0
682,36,scene0095_01,chair,12,276.0
683,36,scene0095_01,chair,13,
684,36,scene0095_01,chair,14,
685,36,scene0095_01,chair,15,245.0
686,36,scene0095_01,chair,16,227.0
687,36,scene0095_01,chair,20,253.0
688,36,scene0095_01,table,17,878.0
689,36,scene0095_01,cabinet,18,202.0
690,36,scene0095_01,window,19,1001.0
691,37,scene0100_00,sink,0,432.0
692,37,scene0100_00,cabinet,1,96.0
693,37,scene0100_00,toilet,2,540.0
694,37,scene0100_00,bathtub,3,20.0
695,37,scene0100_00,otherfurniture,4,
696,37,scene0100_00,door,5,265.0
697,37,scene0100_00,door,7,
698,37,scene0100_00,window,6,
699,38,scene0100_01,toilet,0,636.0
